date,ninsee,no2,o3,pm10
01/03/2018,77044,11,26,54
01/03/2018,77045,11,28,54
01/03/2018,77046,10,28,53
01/03/2018,77047,9,25,57
01/03/2018,77048,10,28,54
01/03/2018,77049,9,26,58
01/03/2018,77050,11,28,54
01/03/2018,77051,10,26,54
01/03/2018,77052,10,26,54
01/03/2018,77053,21,25,55
01/03/2018,77054,10,28,54
01/03/2018,77055,11,26,59
01/03/2018,77056,11,28,54
01/03/2018,77057,10,25,55
01/03/2018,77058,12,25,57
01/03/2018,77059,12,26,58
01/03/2018,77060,10,28,53
01/03/2018,77061,10,28,54
01/03/2018,77062,10,26,59
01/03/2018,77063,10,25,55
01/03/2018,77065,10,27,53
01/03/2018,77066,10,25,55
01/03/2018,77067,12,26,54
01/03/2018,77068,10,26,54
01/03/2018,77069,10,27,54
01/03/2018,77070,10,25,55
01/03/2018,77071,11,28,54
01/03/2018,77072,10,25,54
01/03/2018,77073,10,25,54
01/03/2018,77075,10,26,58
01/03/2018,77076,10,26,54
01/03/2018,77077,8,26,59
01/03/2018,77078,10,26,57
01/03/2018,77079,9,28,54
01/03/2018,77080,10,25,54
01/03/2018,77081,12,25,54
01/03/2018,77082,11,26,54
01/03/2018,77083,13,26,58
01/03/2018,77084,8,26,57
01/03/2018,77085,11,25,58
01/03/2018,77086,10,26,54
01/03/2018,77087,10,25,54
01/03/2018,77088,10,28,53
01/03/2018,77089,9,27,54
01/03/2018,77090,10,26,54
01/03/2018,77091,11,25,55
01/03/2018,77093,10,25,55
01/03/2018,77094,9,26,59
01/03/2018,77095,10,26,60
01/03/2018,77096,10,27,54
01/03/2018,77097,10,25,55
01/03/2018,77098,9,26,54
01/03/2018,77099,11,28,54
01/03/2018,77100,10,27,54
01/03/2018,77101,10,28,54
01/03/2018,77102,11,28,54
01/03/2018,77103,10,26,54
01/03/2018,77104,12,25,55
01/03/2018,77106,10,25,55
01/03/2018,77107,12,25,54
01/03/2018,77108,12,26,60
01/03/2018,77109,10,25,54
01/03/2018,77110,11,28,54
01/03/2018,77111,10,26,58
01/03/2018,77112,11,28,54
01/03/2018,77113,10,25,55
01/03/2018,77114,17,25,55
01/03/2018,77115,11,28,54
01/03/2018,77116,10,25,55
01/03/2018,77117,10,25,57
01/03/2018,77118,11,26,62
01/03/2018,77119,10,25,54
01/03/2018,77120,9,26,57
01/03/2018,77121,12,25,57
01/03/2018,77122,21,25,55
01/03/2018,77123,11,26,62
01/03/2018,77124,11,25,58
01/03/2018,77125,9,26,58
01/03/2018,77126,8,26,58
01/03/2018,77127,14,25,55
01/03/2018,77128,9,26,58
01/03/2018,77129,10,26,57
01/03/2018,77130,9,25,57
01/03/2018,77131,9,25,55
01/03/2018,77132,10,26,58
01/03/2018,77133,10,28,54
01/03/2018,77134,10,25,54
01/03/2018,77135,10,25,54
01/03/2018,77136,13,25,55
01/03/2018,77137,10,25,55
01/03/2018,77138,11,25,54
01/03/2018,77139,12,25,62
01/03/2018,77140,9,27,54
01/03/2018,77141,10,25,57
01/03/2018,77142,9,25,57
01/03/2018,77143,8,26,59
01/03/2018,77144,11,25,55
01/03/2018,77145,12,26,54
01/03/2018,77146,13,25,57
01/03/2018,77147,10,26,54
01/03/2018,77148,9,26,57
01/03/2018,77149,10,25,54
01/03/2018,77150,9,26,60
01/03/2018,77151,10,25,54
01/03/2018,77152,10,26,54
01/03/2018,77153,11,26,60
01/03/2018,77154,10,25,55
01/03/2018,77155,10,26,59
01/03/2018,77156,11,28,54
01/03/2018,77157,10,26,57
01/03/2018,77158,10,28,54
01/03/2018,77159,10,27,54
01/03/2018,77161,10,28,54
01/03/2018,77162,10,25,55
01/03/2018,77163,8,26,59
01/03/2018,77164,9,28,54
01/03/2018,77165,10,27,54
01/03/2018,77166,9,28,54
01/03/2018,77167,10,27,54
01/03/2018,77168,11,28,54
01/03/2018,77169,14,25,58
01/03/2018,77170,10,28,54
01/03/2018,77171,9,26,58
01/03/2018,77172,10,28,54
01/03/2018,77173,9,26,58
01/03/2018,77174,10,26,54
01/03/2018,77175,18,26,55
01/03/2018,77176,10,25,55
01/03/2018,77177,12,25,57
01/03/2018,77178,11,28,54
01/03/2018,77179,10,27,54
01/03/2018,77180,18,25,55
01/03/2018,77181,12,25,57
01/03/2018,77182,10,25,55
01/03/2018,77183,10,26,55
01/03/2018,77184,10,28,54
01/03/2018,77185,10,27,53
01/03/2018,77186,10,28,54
01/03/2018,77187,10,25,54
01/03/2018,77188,10,27,54
01/03/2018,77190,9,27,54
01/03/2018,77191,10,27,54
01/03/2018,77192,11,25,55
01/03/2018,77193,8,26,59
01/03/2018,77194,9,28,54
01/03/2018,77195,11,26,54
01/03/2018,77196,10,26,60
01/03/2018,77197,10,25,54
01/03/2018,77198,11,28,53
01/03/2018,77199,8,26,58
01/03/2018,77200,11,28,54
01/03/2018,77201,10,25,54
01/03/2018,77202,10,28,54
01/03/2018,77203,8,26,58
01/03/2018,77204,10,26,57
01/03/2018,77205,8,26,59
01/03/2018,77206,8,25,55
01/03/2018,77207,11,28,54
01/03/2018,77208,10,26,54
01/03/2018,77209,11,26,58
01/03/2018,77210,9,28,54
01/03/2018,77211,10,26,54
01/03/2018,77212,10,28,54
01/03/2018,77214,11,25,62
01/03/2018,77215,14,25,55
01/03/2018,77216,10,28,54
01/03/2018,77217,16,25,55
01/03/2018,77218,10,26,54
01/03/2018,77219,10,25,55
01/03/2018,77220,11,28,54
01/03/2018,77221,11,25,58
01/03/2018,77222,11,25,54
01/03/2018,77223,9,27,54
01/03/2018,77224,10,25,55
01/03/2018,77225,8,25,57
01/03/2018,77226,9,28,54
01/03/2018,77227,10,25,54
01/03/2018,77228,10,25,55
01/03/2018,77229,11,25,55
01/03/2018,77230,11,28,54
01/03/2018,77231,8,26,57
01/03/2018,77232,9,26,58
01/03/2018,77233,9,26,59
01/03/2018,77234,10,26,59
01/03/2018,77235,9,26,57
01/03/2018,77236,10,26,54
01/03/2018,77237,11,25,57
01/03/2018,77238,10,25,55
01/03/2018,77239,10,25,54
01/03/2018,77240,10,25,55
01/03/2018,77241,10,26,60
01/03/2018,77242,10,26,54
01/03/2018,77243,11,26,58
01/03/2018,77244,11,28,54
01/03/2018,77245,9,28,54
01/03/2018,77246,10,25,54
01/03/2018,77247,10,25,55
01/03/2018,77248,9,26,59
01/03/2018,77249,20,25,55
01/03/2018,77250,10,25,55
01/03/2018,77251,18,26,55
01/03/2018,77252,14,26,54
01/03/2018,77253,13,26,54
01/03/2018,77254,12,25,55
01/03/2018,77255,10,26,54
01/03/2018,77256,10,26,54
01/03/2018,77257,9,26,57
01/03/2018,77258,13,26,58
01/03/2018,77259,11,26,60
01/03/2018,77260,10,26,54
01/03/2018,77261,11,28,54
01/03/2018,77262,10,25,55
01/03/2018,77263,10,27,54
01/03/2018,77264,10,25,55
01/03/2018,77265,10,26,57
01/03/2018,77266,9,28,54
01/03/2018,77267,11,28,54
01/03/2018,77268,10,25,58
01/03/2018,77269,10,26,54
01/03/2018,77270,9,25,55
01/03/2018,77271,11,28,54
01/03/2018,77272,10,26,54
01/03/2018,77273,9,27,60
01/03/2018,77274,8,26,59
01/03/2018,77275,10,25,54
01/03/2018,77276,9,26,58
01/03/2018,77277,11,25,55
01/03/2018,77278,10,25,55
01/03/2018,77279,10,28,54
01/03/2018,77280,9,26,57
01/03/2018,77281,9,25,54
01/03/2018,77282,16,26,62
01/03/2018,77283,9,26,57
01/03/2018,77284,8,26,58
01/03/2018,77285,10,26,54
01/03/2018,77286,9,27,54
01/03/2018,77287,10,25,55
01/03/2018,77288,10,26,54
01/03/2018,77289,10,25,54
01/03/2018,77290,10,26,57
01/03/2018,77291,15,26,62
01/03/2018,77292,11,26,62
01/03/2018,77293,10,28,54
01/03/2018,77294,14,25,63
01/03/2018,77295,11,26,54
01/03/2018,77296,17,26,55
01/03/2018,77297,11,28,54
01/03/2018,77298,10,27,54
01/03/2018,77299,10,28,54
01/03/2018,77300,8,26,57
01/03/2018,77301,10,25,55
01/03/2018,77302,10,28,54
01/03/2018,77303,10,25,55
01/03/2018,77304,10,25,55
01/03/2018,77305,10,28,54
01/03/2018,77306,12,26,54
01/03/2018,77307,10,26,58
01/03/2018,77308,10,27,60
01/03/2018,77309,8,26,59
01/03/2018,77310,10,27,54
01/03/2018,77311,10,28,54
01/03/2018,77312,9,28,54
01/03/2018,77313,10,28,54
01/03/2018,77314,10,25,55
01/03/2018,77315,9,26,58
01/03/2018,77316,9,28,54
01/03/2018,77317,11,26,54
01/03/2018,77318,10,25,55
01/03/2018,77319,10,25,54
01/03/2018,77320,9,25,55
01/03/2018,77321,10,27,54
01/03/2018,77322,13,26,60
01/03/2018,77323,13,26,60
01/03/2018,77325,10,26,54
01/03/2018,77326,13,26,55
01/03/2018,77327,10,26,54
01/03/2018,77328,10,28,52
01/03/2018,77329,11,28,54
01/03/2018,77330,8,26,58
01/03/2018,77331,10,26,57
01/03/2018,77332,10,26,60
01/03/2018,77333,11,28,54
01/03/2018,77335,9,26,59
01/03/2018,77336,11,25,55
01/03/2018,77337,12,26,58
01/03/2018,77338,10,28,54
01/03/2018,77339,10,28,53
01/03/2018,77340,11,28,54
01/03/2018,77341,10,25,54
01/03/2018,77342,11,28,54
01/03/2018,77343,9,26,57
01/03/2018,77344,9,27,60
01/03/2018,77345,10,25,55
01/03/2018,77347,10,26,54
01/03/2018,77348,11,28,54
01/03/2018,77349,11,26,60
01/03/2018,77350,16,25,55
01/03/2018,77352,12,25,54
01/03/2018,77353,11,28,54
01/03/2018,77354,9,27,54
01/03/2018,77355,10,26,54
01/03/2018,77356,10,25,54
01/03/2018,77357,10,25,54
01/03/2018,77358,8,26,59
01/03/2018,77359,10,27,54
01/03/2018,77360,10,25,54
01/03/2018,77361,8,25,55
01/03/2018,77363,12,25,60
01/03/2018,77364,9,26,60
01/03/2018,77365,10,25,54
01/03/2018,77366,8,26,60
01/03/2018,77367,9,26,58
01/03/2018,77368,10,25,54
01/03/2018,77369,8,26,58
01/03/2018,77370,11,28,54
01/03/2018,77371,9,25,55
01/03/2018,77372,11,26,59
01/03/2018,77373,17,25,57
01/03/2018,77374,13,25,57
01/03/2018,77376,10,26,59
01/03/2018,77377,14,25,55
01/03/2018,77378,10,26,54
01/03/2018,77379,10,25,54
01/03/2018,77380,9,26,58
01/03/2018,77381,10,25,54
01/03/2018,77382,9,26,58
01/03/2018,77383,9,26,54
01/03/2018,77384,14,26,55
01/03/2018,77385,10,25,55
01/03/2018,77386,10,28,54
01/03/2018,77387,11,28,54
01/03/2018,77388,10,25,55
01/03/2018,77389,10,26,54
01/03/2018,77390,15,25,57
01/03/2018,77391,10,25,54
01/03/2018,77392,10,26,60
01/03/2018,77393,10,25,54
01/03/2018,77394,11,26,54
01/03/2018,77395,10,28,53
01/03/2018,77396,10,25,54
01/03/2018,77397,10,25,57
01/03/2018,77398,10,25,55
01/03/2018,77399,11,28,54
01/03/2018,77400,9,25,54
01/03/2018,77401,10,26,57
01/03/2018,77402,10,25,55
01/03/2018,77403,10,25,54
01/03/2018,77404,10,25,54
01/03/2018,77405,10,25,55
01/03/2018,77406,10,25,55
01/03/2018,77407,12,26,54
01/03/2018,77408,8,26,57
01/03/2018,77409,10,28,54
01/03/2018,77410,12,26,54
01/03/2018,77411,10,25,55
01/03/2018,77412,10,27,53
01/03/2018,77413,10,26,58
01/03/2018,77414,10,25,54
01/03/2018,77415,8,26,57
01/03/2018,77416,10,25,54
01/03/2018,77417,10,25,55
01/03/2018,77418,10,26,54
01/03/2018,77419,9,28,54
01/03/2018,77420,11,26,60
01/03/2018,77421,10,25,55
01/03/2018,77423,10,25,55
01/03/2018,77424,10,25,55
01/03/2018,77425,10,28,53
01/03/2018,77426,11,26,54
01/03/2018,77427,10,26,60
01/03/2018,77428,10,26,54
01/03/2018,77429,10,25,55
01/03/2018,77430,9,27,60
01/03/2018,77431,11,28,54
01/03/2018,77432,10,25,55
01/03/2018,77433,9,25,54
01/03/2018,77434,10,27,54
01/03/2018,77435,10,27,54
01/03/2018,77436,10,25,55
01/03/2018,77437,9,27,60
01/03/2018,77438,11,26,58
01/03/2018,77439,10,28,54
01/03/2018,77440,9,25,55
01/03/2018,77441,10,28,54
01/03/2018,77442,9,28,54
01/03/2018,77443,9,25,57
01/03/2018,77444,10,25,55
01/03/2018,77445,14,26,55
01/03/2018,77446,10,26,54
01/03/2018,77447,11,26,54
01/03/2018,77448,9,25,55
01/03/2018,77449,10,25,57
01/03/2018,77450,22,25,55
01/03/2018,77451,8,25,55
01/03/2018,77452,10,27,54
01/03/2018,77453,10,26,54
01/03/2018,77454,10,26,54
01/03/2018,77455,14,25,54
01/03/2018,77456,10,25,54
01/03/2018,77457,13,25,54
01/03/2018,77458,11,28,54
01/03/2018,77459,10,25,54
01/03/2018,77460,9,26,57
01/03/2018,77461,10,26,54
01/03/2018,77462,12,26,62
01/03/2018,77463,9,28,54
01/03/2018,77464,10,26,59
01/03/2018,77465,10,28,54
01/03/2018,77466,10,25,57
01/03/2018,77467,10,28,54
01/03/2018,77468,12,26,58
01/03/2018,77469,10,25,54
01/03/2018,77470,13,25,55
01/03/2018,77471,10,28,52
01/03/2018,77472,10,25,55
01/03/2018,77473,11,28,54
01/03/2018,77474,9,26,59
01/03/2018,77475,8,26,57
01/03/2018,77476,9,26,58
01/03/2018,77477,10,28,53
01/03/2018,77478,9,26,55
01/03/2018,77479,12,26,59
01/03/2018,77480,9,28,54
01/03/2018,77481,9,26,54
01/03/2018,77482,10,28,54
01/03/2018,77483,8,26,58
01/03/2018,77484,8,25,57
01/03/2018,77485,10,28,53
01/03/2018,77486,10,25,54
01/03/2018,77487,10,26,54
01/03/2018,77489,11,28,54
01/03/2018,77490,10,26,57
01/03/2018,77491,9,28,54
01/03/2018,77492,10,25,55
01/03/2018,77493,11,25,54
01/03/2018,77494,9,28,54
01/03/2018,77495,12,26,54
01/03/2018,77496,10,26,54
01/03/2018,77498,9,26,59
01/03/2018,77500,11,28,54
01/03/2018,77501,10,28,54
01/03/2018,77504,11,28,54
01/03/2018,77505,8,26,57
01/03/2018,77506,11,28,54
01/03/2018,77507,10,26,54
01/03/2018,77508,11,25,57
01/03/2018,77509,9,27,54
01/03/2018,77510,11,25,57
01/03/2018,77511,12,26,62
01/03/2018,77512,10,25,55
01/03/2018,77513,9,26,59
01/03/2018,77514,13,25,63
01/03/2018,77515,9,26,60
01/03/2018,77516,10,28,54
01/03/2018,77517,11,25,60
01/03/2018,77518,10,27,54
01/03/2018,77519,10,25,55
01/03/2018,77520,10,28,54
01/03/2018,77521,10,25,57
01/03/2018,77522,10,25,54
01/03/2018,77523,10,25,54
01/03/2018,77524,10,27,54
01/03/2018,77525,10,26,60
01/03/2018,77526,9,26,58
01/03/2018,77527,10,25,54
01/03/2018,77528,11,26,54
01/03/2018,77529,10,25,57
01/03/2018,77530,10,25,54
01/03/2018,77531,10,28,54
01/03/2018,77532,10,26,54
01/03/2018,77533,9,28,54
01/03/2018,77534,12,25,54
01/03/2018,78003,10,23,53
01/03/2018,78005,22,23,60
01/03/2018,78006,10,24,54
01/03/2018,78007,21,23,60
01/03/2018,78009,10,23,53
01/03/2018,78010,18,23,59
01/03/2018,78013,15,24,58
01/03/2018,78015,20,24,59
01/03/2018,78020,14,25,58
01/03/2018,78029,16,24,59
01/03/2018,78030,12,23,53
01/03/2018,78031,13,25,58
01/03/2018,78033,16,24,58
01/03/2018,78034,14,23,57
01/03/2018,78036,14,24,57
01/03/2018,78043,24,22,60
01/03/2018,78048,11,25,55
01/03/2018,78049,16,24,59
01/03/2018,78050,13,23,55
01/03/2018,78053,13,24,57
01/03/2018,78057,11,25,58
01/03/2018,78062,16,23,58
01/03/2018,78068,11,25,58
01/03/2018,78070,14,25,58
01/03/2018,78071,10,23,53
01/03/2018,78072,13,25,58
01/03/2018,78073,22,23,59
01/03/2018,78076,11,25,57
01/03/2018,78077,10,24,53
01/03/2018,78082,12,25,58
01/03/2018,78084,13,24,57
01/03/2018,78087,13,23,54
01/03/2018,78089,11,25,58
01/03/2018,78090,17,24,59
01/03/2018,78092,26,22,62
01/03/2018,78096,10,25,54
01/03/2018,78104,14,25,58
01/03/2018,78107,11,25,58
01/03/2018,78108,12,23,54
01/03/2018,78113,14,25,58
01/03/2018,78117,24,23,60
01/03/2018,78118,13,25,58
01/03/2018,78120,13,23,54
01/03/2018,78123,21,23,59
01/03/2018,78124,26,22,63
01/03/2018,78125,12,23,53
01/03/2018,78126,26,22,62
01/03/2018,78128,13,23,54
01/03/2018,78133,22,23,60
01/03/2018,78138,19,24,58
01/03/2018,78140,18,24,59
01/03/2018,78143,20,23,59
01/03/2018,78146,26,22,62
01/03/2018,78147,11,25,58
01/03/2018,78152,20,23,59
01/03/2018,78158,26,22,62
01/03/2018,78160,18,23,58
01/03/2018,78162,15,23,55
01/03/2018,78163,11,25,57
01/03/2018,78164,10,24,52
01/03/2018,78165,20,23,59
01/03/2018,78168,15,23,55
01/03/2018,78171,10,25,54
01/03/2018,78172,20,24,58
01/03/2018,78185,12,25,57
01/03/2018,78188,11,25,58
01/03/2018,78189,18,23,59
01/03/2018,78190,26,22,62
01/03/2018,78192,12,25,58
01/03/2018,78193,15,23,55
01/03/2018,78194,10,25,55
01/03/2018,78196,19,23,59
01/03/2018,78202,13,25,58
01/03/2018,78206,17,24,59
01/03/2018,78208,18,23,58
01/03/2018,78209,10,24,53
01/03/2018,78217,15,24,58
01/03/2018,78220,13,23,54
01/03/2018,78224,23,23,60
01/03/2018,78227,16,25,58
01/03/2018,78230,15,24,58
01/03/2018,78231,12,25,58
01/03/2018,78233,21,23,59
01/03/2018,78234,12,25,58
01/03/2018,78236,14,24,57
01/03/2018,78237,11,25,57
01/03/2018,78238,16,24,59
01/03/2018,78239,13,25,58
01/03/2018,78242,23,22,60
01/03/2018,78245,12,25,58
01/03/2018,78246,13,25,58
01/03/2018,78251,23,23,60
01/03/2018,78255,11,25,58
01/03/2018,78261,15,25,58
01/03/2018,78262,13,23,55
01/03/2018,78263,12,25,55
01/03/2018,78264,11,24,54
01/03/2018,78265,13,24,57
01/03/2018,78267,15,25,58
01/03/2018,78269,9,24,52
01/03/2018,78276,11,25,58
01/03/2018,78278,14,24,57
01/03/2018,78281,15,24,58
01/03/2018,78283,9,25,54
01/03/2018,78285,11,25,57
01/03/2018,78289,12,24,55
01/03/2018,78290,12,25,58
01/03/2018,78291,14,25,58
01/03/2018,78296,14,25,58
01/03/2018,78297,22,23,59
01/03/2018,78299,16,25,58
01/03/2018,78300,14,24,58
01/03/2018,78302,9,24,54
01/03/2018,78305,17,23,59
01/03/2018,78307,9,24,53
01/03/2018,78310,10,25,55
01/03/2018,78311,26,22,62
01/03/2018,78314,14,25,58
01/03/2018,78317,14,25,58
01/03/2018,78320,11,25,58
01/03/2018,78321,16,23,57
01/03/2018,78322,24,23,60
01/03/2018,78324,12,25,58
01/03/2018,78325,15,24,58
01/03/2018,78327,15,25,58
01/03/2018,78329,13,25,58
01/03/2018,78334,15,23,55
01/03/2018,78335,14,25,58
01/03/2018,78337,11,25,58
01/03/2018,78343,23,23,60
01/03/2018,78344,11,25,58
01/03/2018,78346,12,25,58
01/03/2018,78349,12,23,53
01/03/2018,78350,25,22,62
01/03/2018,78354,13,25,58
01/03/2018,78356,20,23,59
01/03/2018,78358,24,23,60
01/03/2018,78361,13,25,58
01/03/2018,78362,14,25,58
01/03/2018,78364,15,24,58
01/03/2018,78366,14,23,55
01/03/2018,78367,23,22,60
01/03/2018,78368,16,23,58
01/03/2018,78372,24,22,60
01/03/2018,78380,16,24,58
01/03/2018,78381,10,25,55
01/03/2018,78382,19,24,58
01/03/2018,78383,16,23,57
01/03/2018,78384,19,23,59
01/03/2018,78385,12,25,58
01/03/2018,78389,13,23,55
01/03/2018,78391,11,25,58
01/03/2018,78396,24,23,60
01/03/2018,78397,17,23,57
01/03/2018,78398,12,23,54
01/03/2018,78401,16,25,58
01/03/2018,78402,15,25,58
01/03/2018,78403,15,25,58
01/03/2018,78404,12,24,55
01/03/2018,78406,18,23,58
01/03/2018,78407,9,24,53
01/03/2018,78410,12,25,58
01/03/2018,78413,11,25,58
01/03/2018,78415,15,23,58
01/03/2018,78416,14,25,58
01/03/2018,78417,12,25,58
01/03/2018,78418,25,22,62
01/03/2018,78420,12,23,55
01/03/2018,78423,21,23,59
01/03/2018,78431,18,23,59
01/03/2018,78437,12,25,58
01/03/2018,78439,12,25,57
01/03/2018,78440,17,24,59
01/03/2018,78442,16,23,57
01/03/2018,78443,15,23,57
01/03/2018,78444,11,25,58
01/03/2018,78451,16,24,58
01/03/2018,78455,23,23,60
01/03/2018,78460,14,25,58
01/03/2018,78464,9,24,52
01/03/2018,78465,13,25,57
01/03/2018,78466,20,23,59
01/03/2018,78470,10,23,53
01/03/2018,78472,11,23,53
01/03/2018,78474,12,25,57
01/03/2018,78475,13,24,57
01/03/2018,78478,11,23,53
01/03/2018,78481,24,22,60
01/03/2018,78484,12,25,58
01/03/2018,78486,11,23,53
01/03/2018,78490,19,23,59
01/03/2018,78497,10,24,53
01/03/2018,78498,21,23,60
01/03/2018,78499,9,23,53
01/03/2018,78501,14,25,58
01/03/2018,78502,24,22,60
01/03/2018,78503,11,25,58
01/03/2018,78505,12,25,57
01/03/2018,78506,10,23,53
01/03/2018,78513,13,24,55
01/03/2018,78516,9,24,53
01/03/2018,78517,10,24,52
01/03/2018,78518,22,22,60
01/03/2018,78520,11,25,57
01/03/2018,78522,11,23,53
01/03/2018,78524,24,22,60
01/03/2018,78528,11,25,58
01/03/2018,78530,13,25,58
01/03/2018,78531,12,25,58
01/03/2018,78536,13,25,58
01/03/2018,78537,10,23,52
01/03/2018,78545,23,22,60
01/03/2018,78548,16,23,57
01/03/2018,78550,17,23,58
01/03/2018,78551,24,23,60
01/03/2018,78557,9,24,53
01/03/2018,78558,11,25,58
01/03/2018,78559,11,25,58
01/03/2018,78561,17,23,57
01/03/2018,78562,12,24,54
01/03/2018,78564,10,23,53
01/03/2018,78565,14,25,57
01/03/2018,78567,12,25,58
01/03/2018,78569,9,23,53
01/03/2018,78571,22,23,60
01/03/2018,78575,18,23,58
01/03/2018,78576,14,23,55
01/03/2018,78586,25,23,62
01/03/2018,78588,15,23,57
01/03/2018,78590,14,23,55
01/03/2018,78591,13,25,58
01/03/2018,78597,13,25,58
01/03/2018,78601,10,24,53
01/03/2018,78605,11,25,57
01/03/2018,78606,9,25,54
01/03/2018,78608,12,25,58
01/03/2018,78609,16,25,58
01/03/2018,78615,19,23,59
01/03/2018,78616,14,24,58
01/03/2018,78618,11,25,57
01/03/2018,78620,21,23,59
01/03/2018,78621,19,23,59
01/03/2018,78623,15,23,57
01/03/2018,78624,19,24,59
01/03/2018,78638,17,25,58
01/03/2018,78640,25,23,62
01/03/2018,78642,17,24,59
01/03/2018,78643,18,24,59
01/03/2018,78644,16,23,57
01/03/2018,78646,25,22,62
01/03/2018,78647,13,25,58
01/03/2018,78650,25,22,62
01/03/2018,78653,14,23,57
01/03/2018,78655,11,24,53
01/03/2018,78668,11,25,58
01/03/2018,78672,20,23,59
01/03/2018,78674,22,23,60
01/03/2018,78677,13,25,58
01/03/2018,78681,14,24,57
01/03/2018,78683,15,23,57
01/03/2018,78686,25,22,62
01/03/2018,78688,20,23,58
01/03/2018,91001,10,27,50
01/03/2018,91016,11,26,53
01/03/2018,91017,13,23,54
01/03/2018,91021,14,25,55
01/03/2018,91022,10,27,50
01/03/2018,91027,28,25,58
01/03/2018,91035,10,23,53
01/03/2018,91037,11,26,54
01/03/2018,91038,10,26,52
01/03/2018,91041,13,25,54
01/03/2018,91044,19,25,58
01/03/2018,91045,11,26,53
01/03/2018,91047,10,26,53
01/03/2018,91064,23,23,60
01/03/2018,91067,9,28,50
01/03/2018,91069,10,28,52
01/03/2018,91075,9,27,49
01/03/2018,91079,9,27,50
01/03/2018,91080,10,26,52
01/03/2018,91081,11,24,52
01/03/2018,91085,12,25,54
01/03/2018,91086,14,25,55
01/03/2018,91093,15,23,55
01/03/2018,91095,11,25,53
01/03/2018,91097,26,25,55
01/03/2018,91098,10,24,52
01/03/2018,91099,10,27,52
01/03/2018,91100,10,27,50
01/03/2018,91103,15,25,55
01/03/2018,91105,13,24,54
01/03/2018,91106,12,24,53
01/03/2018,91109,10,25,52
01/03/2018,91111,15,24,57
01/03/2018,91112,10,28,50
01/03/2018,91114,31,25,57
01/03/2018,91115,15,24,55
01/03/2018,91121,10,28,52
01/03/2018,91122,18,24,58
01/03/2018,91129,11,26,52
01/03/2018,91130,10,25,52
01/03/2018,91131,10,25,52
01/03/2018,91132,11,25,53
01/03/2018,91135,10,26,53
01/03/2018,91136,20,24,59
01/03/2018,91137,10,28,50
01/03/2018,91145,10,23,53
01/03/2018,91148,11,25,52
01/03/2018,91156,12,25,54
01/03/2018,91159,10,26,54
01/03/2018,91161,21,24,59
01/03/2018,91174,14,26,55
01/03/2018,91175,10,23,53
01/03/2018,91179,12,26,54
01/03/2018,91180,10,27,53
01/03/2018,91182,13,25,55
01/03/2018,91184,10,27,50
01/03/2018,91186,14,24,54
01/03/2018,91191,35,25,57
01/03/2018,91195,10,27,53
01/03/2018,91198,10,27,52
01/03/2018,91200,11,23,53
01/03/2018,91201,30,25,58
01/03/2018,91204,11,25,55
01/03/2018,91207,13,25,54
01/03/2018,91215,27,25,55
01/03/2018,91216,20,25,58
01/03/2018,91222,10,27,52
01/03/2018,91223,10,26,52
