date,ninsee,no2,o3,pm10
01/02/2018,0,41,32,23
01/02/2018,75,37,27,21
01/02/2018,77,41,32,20
01/02/2018,78,30,31,20
01/02/2018,91,37,31,21
01/02/2018,92,34,29,21
01/02/2018,93,41,29,20
01/02/2018,94,41,29,23
01/02/2018,95,35,32,20
01/02/2018,75101,33,26,20
01/02/2018,75102,34,26,20
01/02/2018,75103,33,26,20
01/02/2018,75104,33,26,20
01/02/2018,75105,32,27,20
01/02/2018,75106,32,27,20
01/02/2018,75107,33,27,20
01/02/2018,75108,35,27,20
01/02/2018,75109,35,27,20
01/02/2018,75110,35,27,20
01/02/2018,75111,34,27,20
01/02/2018,75112,37,27,22
01/02/2018,75113,32,28,22
01/02/2018,75114,32,28,22
01/02/2018,75115,32,28,20
01/02/2018,75116,34,28,20
01/02/2018,75117,35,27,20
01/02/2018,75118,36,28,20
01/02/2018,75119,34,28,19
01/02/2018,75120,34,27,20
01/02/2018,77001,10,31,15
01/02/2018,77002,20,29,19
01/02/2018,77003,8,31,15
01/02/2018,77004,33,28,19
01/02/2018,77005,37,28,20
01/02/2018,77006,16,30,15
01/02/2018,77007,30,28,19
01/02/2018,77008,19,29,20
01/02/2018,77009,8,31,15
01/02/2018,77010,30,28,19
01/02/2018,77011,8,32,15
01/02/2018,77012,16,29,19
01/02/2018,77013,21,29,19
01/02/2018,77014,16,30,15
01/02/2018,77015,12,29,19
01/02/2018,77016,7,32,15
01/02/2018,77018,33,28,20
01/02/2018,77019,13,31,17
01/02/2018,77020,18,29,19
01/02/2018,77021,12,31,17
01/02/2018,77022,22,29,15
01/02/2018,77023,23,29,20
01/02/2018,77024,13,28,19
01/02/2018,77025,13,30,17
01/02/2018,77026,15,29,19
01/02/2018,77027,10,31,15
01/02/2018,77028,21,29,19
01/02/2018,77029,30,28,19
01/02/2018,77030,14,28,19
01/02/2018,77031,29,28,19
01/02/2018,77032,17,29,19
01/02/2018,77033,17,29,19
01/02/2018,77034,31,28,19
01/02/2018,77035,10,32,15
01/02/2018,77036,17,29,19
01/02/2018,77037,26,29,17
01/02/2018,77038,32,28,17
01/02/2018,77039,33,28,19
01/02/2018,77040,31,28,17
01/02/2018,77041,9,31,14
01/02/2018,77042,19,29,19
01/02/2018,77043,13,28,19
01/02/2018,77044,28,28,19
01/02/2018,77045,8,32,15
01/02/2018,77046,7,31,14
01/02/2018,77047,27,28,20
01/02/2018,77048,9,32,15
01/02/2018,77049,25,28,20
01/02/2018,77050,10,32,17
01/02/2018,77051,12,30,17
01/02/2018,77052,26,28,17
01/02/2018,77053,38,28,20
01/02/2018,77054,11,32,17
01/02/2018,77055,40,28,20
01/02/2018,77056,7,31,15
01/02/2018,77057,13,28,19
01/02/2018,77058,40,28,20
01/02/2018,77059,40,28,20
01/02/2018,77060,8,31,14
01/02/2018,77061,13,31,17
01/02/2018,77062,36,28,20
01/02/2018,77063,26,28,20
01/02/2018,77065,22,29,15
01/02/2018,77066,16,29,19
01/02/2018,77067,35,28,19
01/02/2018,77068,17,30,17
01/02/2018,77069,26,29,17
01/02/2018,77070,20,29,19
01/02/2018,77071,9,32,15
01/02/2018,77072,15,29,19
01/02/2018,77073,15,29,19
01/02/2018,77075,33,28,20
01/02/2018,77076,15,30,19
01/02/2018,77077,23,29,20
01/02/2018,77078,14,29,19
01/02/2018,77079,16,31,15
01/02/2018,77080,16,29,19
01/02/2018,77081,34,28,19
01/02/2018,77082,31,28,19
01/02/2018,77083,42,28,19
01/02/2018,77084,19,28,20
01/02/2018,77085,36,28,20
01/02/2018,77086,27,29,17
01/02/2018,77087,26,28,19
01/02/2018,77088,8,31,15
01/02/2018,77089,21,30,17
01/02/2018,77090,17,29,19
01/02/2018,77091,33,28,19
01/02/2018,77093,15,29,19
01/02/2018,77094,31,28,20
01/02/2018,77095,32,29,20
01/02/2018,77096,29,28,17
01/02/2018,77097,16,29,19
01/02/2018,77098,19,29,19
01/02/2018,77099,10,32,17
01/02/2018,77100,27,29,17
01/02/2018,77101,14,31,17
01/02/2018,77102,7,32,15
01/02/2018,77103,29,28,17
01/02/2018,77104,34,28,19
01/02/2018,77106,17,29,19
01/02/2018,77107,33,28,19
01/02/2018,77108,41,29,20
01/02/2018,77109,19,29,19
01/02/2018,77110,9,32,15
01/02/2018,77111,34,28,20
01/02/2018,77112,6,32,15
01/02/2018,77113,18,29,19
01/02/2018,77114,38,28,20
01/02/2018,77115,9,32,15
01/02/2018,77116,18,29,19
01/02/2018,77117,12,29,19
01/02/2018,77118,38,28,20
01/02/2018,77119,23,29,19
01/02/2018,77120,15,29,19
01/02/2018,77121,40,28,20
01/02/2018,77122,37,29,20
01/02/2018,77123,35,29,20
01/02/2018,77124,37,28,20
01/02/2018,77125,29,28,20
01/02/2018,77126,19,29,20
01/02/2018,77127,36,28,19
01/02/2018,77128,29,28,20
01/02/2018,77129,12,29,17
01/02/2018,77130,25,28,20
01/02/2018,77131,21,29,19
01/02/2018,77132,33,28,20
01/02/2018,77133,14,31,17
01/02/2018,77134,16,29,19
01/02/2018,77135,27,28,19
01/02/2018,77136,35,28,19
01/02/2018,77137,16,29,19
01/02/2018,77138,29,28,19
01/02/2018,77139,40,28,20
01/02/2018,77140,18,30,17
01/02/2018,77141,31,28,20
01/02/2018,77142,28,28,20
01/02/2018,77143,25,29,20
01/02/2018,77144,30,28,20
01/02/2018,77145,34,28,19
01/02/2018,77146,41,28,20
01/02/2018,77147,21,29,19
01/02/2018,77148,13,29,17
01/02/2018,77149,18,29,19
01/02/2018,77150,27,29,20
01/02/2018,77151,19,29,19
01/02/2018,77152,33,28,17
01/02/2018,77153,29,30,19
01/02/2018,77154,30,28,20
01/02/2018,77155,35,28,20
01/02/2018,77156,7,32,15
01/02/2018,77157,12,29,19
01/02/2018,77158,10,32,15
01/02/2018,77159,17,30,17
01/02/2018,77161,10,32,15
01/02/2018,77162,17,29,19
01/02/2018,77163,19,29,20
01/02/2018,77164,20,30,17
01/02/2018,77165,24,30,17
01/02/2018,77166,13,31,15
01/02/2018,77167,15,30,17
01/02/2018,77168,10,32,15
01/02/2018,77169,42,28,20
01/02/2018,77170,10,32,15
01/02/2018,77171,31,28,20
01/02/2018,77172,12,32,17
01/02/2018,77173,20,29,20
01/02/2018,77174,14,30,19
01/02/2018,77175,37,28,20
01/02/2018,77176,25,28,20
01/02/2018,77177,38,28,20
01/02/2018,77178,7,32,15
01/02/2018,77179,22,30,17
01/02/2018,77180,39,28,20
01/02/2018,77181,39,28,20
01/02/2018,77182,16,29,19
01/02/2018,77183,15,29,19
01/02/2018,77184,10,32,15
01/02/2018,77185,23,30,15
01/02/2018,77186,27,31,17
01/02/2018,77187,12,29,19
01/02/2018,77188,27,29,17
01/02/2018,77190,21,30,17
01/02/2018,77191,24,29,17
01/02/2018,77192,32,28,19
01/02/2018,77193,22,29,20
01/02/2018,77194,17,31,17
01/02/2018,77195,33,28,19
01/02/2018,77196,33,28,20
01/02/2018,77197,18,29,19
01/02/2018,77198,7,31,15
01/02/2018,77199,23,28,20
01/02/2018,77200,7,31,15
01/02/2018,77201,24,29,19
01/02/2018,77202,9,32,15
01/02/2018,77203,21,29,20
01/02/2018,77204,11,29,17
01/02/2018,77205,24,29,20
01/02/2018,77206,22,28,20
01/02/2018,77207,9,31,15
01/02/2018,77208,14,29,19
01/02/2018,77209,39,28,20
01/02/2018,77210,16,31,17
01/02/2018,77211,25,29,19
01/02/2018,77212,12,31,17
01/02/2018,77214,36,28,20
01/02/2018,77215,38,28,20
01/02/2018,77216,8,32,15
01/02/2018,77217,37,28,20
01/02/2018,77218,13,30,19
01/02/2018,77219,28,28,20
01/02/2018,77220,7,31,15
01/02/2018,77221,38,28,20
01/02/2018,77222,32,28,19
01/02/2018,77223,18,30,17
01/02/2018,77224,27,28,20
01/02/2018,77225,23,28,20
01/02/2018,77226,21,30,17
01/02/2018,77227,14,29,19
01/02/2018,77228,13,28,19
01/02/2018,77229,32,28,20
01/02/2018,77230,7,31,15
01/02/2018,77231,19,29,19
01/02/2018,77232,30,28,20
01/02/2018,77233,27,29,20
01/02/2018,77234,35,28,20
01/02/2018,77235,18,29,19
01/02/2018,77236,13,30,19
01/02/2018,77237,36,28,20
01/02/2018,77238,20,28,19
01/02/2018,77239,20,29,19
01/02/2018,77240,16,29,19
01/02/2018,77241,31,29,20
01/02/2018,77242,15,30,19
01/02/2018,77243,39,28,20
01/02/2018,77244,7,32,15
01/02/2018,77245,20,30,17
01/02/2018,77246,15,29,19
01/02/2018,77247,15,29,19
01/02/2018,77248,31,28,20
01/02/2018,77249,40,28,20
01/02/2018,77250,16,29,19
01/02/2018,77251,37,29,20
01/02/2018,77252,36,28,19
01/02/2018,77253,36,28,19
01/02/2018,77254,35,28,19
01/02/2018,77255,30,28,17
01/02/2018,77256,17,29,19
01/02/2018,77257,17,29,19
01/02/2018,77258,42,28,20
01/02/2018,77259,29,30,19
01/02/2018,77260,15,29,19
01/02/2018,77261,9,32,15
01/02/2018,77262,15,29,19
01/02/2018,77263,14,30,17
01/02/2018,77264,29,28,19
01/02/2018,77265,13,29,19
01/02/2018,77266,21,30,17
01/02/2018,77267,8,32,15
01/02/2018,77268,33,28,20
01/02/2018,77269,34,27,19
01/02/2018,77270,24,28,20
01/02/2018,77271,8,32,15
01/02/2018,77272,18,29,19
01/02/2018,77273,26,30,20
01/02/2018,77274,22,29,20
01/02/2018,77275,16,29,19
01/02/2018,77276,28,28,20
01/02/2018,77277,32,28,19
01/02/2018,77278,19,29,19
01/02/2018,77279,13,31,17
01/02/2018,77280,16,29,19
01/02/2018,77281,23,28,19
01/02/2018,77282,34,29,19
01/02/2018,77283,15,29,19
01/02/2018,77284,25,29,20
01/02/2018,77285,34,28,19
01/02/2018,77286,18,30,17
01/02/2018,77287,14,29,19
01/02/2018,77288,35,27,19
01/02/2018,77289,14,29,19
01/02/2018,77290,12,29,19
01/02/2018,77291,35,29,20
01/02/2018,77292,35,29,20
01/02/2018,77293,12,31,17
01/02/2018,77294,39,28,20
01/02/2018,77295,34,28,19
01/02/2018,77296,37,28,20
01/02/2018,77297,9,32,17
01/02/2018,77298,16,30,17
01/02/2018,77299,12,31,15
01/02/2018,77300,21,28,20
01/02/2018,77301,15,29,19
01/02/2018,77302,7,32,15
01/02/2018,77303,12,28,19
01/02/2018,77304,12,28,19
01/02/2018,77305,14,31,17
01/02/2018,77306,36,28,19
01/02/2018,77307,36,28,20
01/02/2018,77308,30,30,20
01/02/2018,77309,26,29,20
01/02/2018,77310,12,30,17
01/02/2018,77311,17,30,17
01/02/2018,77312,10,32,15
01/02/2018,77313,11,32,15
01/02/2018,77314,13,28,19
01/02/2018,77315,31,28,20
01/02/2018,77316,13,31,15
01/02/2018,77317,29,28,19
01/02/2018,77318,31,28,20
01/02/2018,77319,17,29,19
01/02/2018,77320,23,29,20
01/02/2018,77321,12,30,17
01/02/2018,77322,30,30,19
01/02/2018,77323,31,30,19
01/02/2018,77325,13,30,19
01/02/2018,77326,35,29,19
01/02/2018,77327,22,29,19
01/02/2018,77328,9,30,14
01/02/2018,77329,8,32,15
01/02/2018,77330,26,28,20
01/02/2018,77331,12,29,19
01/02/2018,77332,32,29,20
01/02/2018,77333,7,32,15
01/02/2018,77335,28,29,20
01/02/2018,77336,34,28,20
01/02/2018,77337,42,28,19
01/02/2018,77338,11,32,15
01/02/2018,77339,14,30,14
01/02/2018,77340,8,32,15
01/02/2018,77341,13,29,19
01/02/2018,77342,7,31,15
01/02/2018,77343,15,29,19
01/02/2018,77344,23,30,20
01/02/2018,77345,14,28,19
01/02/2018,77347,14,30,19
01/02/2018,77348,6,32,15
01/02/2018,77349,28,30,19
01/02/2018,77350,39,28,20
01/02/2018,77352,35,28,19
01/02/2018,77353,9,32,15
01/02/2018,77354,22,30,17
01/02/2018,77355,15,30,17
01/02/2018,77356,12,29,19
01/02/2018,77357,22,29,19
01/02/2018,77358,25,29,20
01/02/2018,77359,27,29,17
01/02/2018,77360,26,28,19
01/02/2018,77361,21,28,20
01/02/2018,77363,40,28,20
01/02/2018,77364,28,29,20
01/02/2018,77365,24,28,19
01/02/2018,77366,27,29,20
01/02/2018,77367,17,29,19
01/02/2018,77368,16,29,19
01/02/2018,77369,23,29,20
01/02/2018,77370,8,32,15
01/02/2018,77371,25,28,20
01/02/2018,77372,39,28,20
01/02/2018,77373,41,28,20
01/02/2018,77374,39,28,20
01/02/2018,77376,32,28,20
01/02/2018,77377,37,28,20
01/02/2018,77378,30,29,17
01/02/2018,77379,16,29,19
01/02/2018,77380,19,29,19
01/02/2018,77381,27,28,19
01/02/2018,77382,28,28,20
01/02/2018,77383,20,29,19
01/02/2018,77384,36,28,19
01/02/2018,77385,15,28,19
01/02/2018,77386,8,32,15
01/02/2018,77387,9,32,15
01/02/2018,77388,14,28,19
01/02/2018,77389,31,28,17
01/02/2018,77390,41,28,20
01/02/2018,77391,16,29,19
01/02/2018,77392,26,30,19
01/02/2018,77393,27,28,19
01/02/2018,77394,35,27,19
01/02/2018,77395,7,31,15
01/02/2018,77396,16,29,19
01/02/2018,77397,13,29,19
01/02/2018,77398,14,28,19
01/02/2018,77399,9,32,15
01/02/2018,77400,24,29,19
01/02/2018,77401,13,29,19
01/02/2018,77402,14,28,19
01/02/2018,77403,15,29,19
01/02/2018,77404,16,29,19
01/02/2018,77405,16,28,19
01/02/2018,77406,16,29,19
01/02/2018,77407,34,29,19
01/02/2018,77408,23,28,20
01/02/2018,77409,15,31,17
01/02/2018,77410,35,28,19
01/02/2018,77411,18,29,19
01/02/2018,77412,24,29,15
01/02/2018,77413,31,28,20
01/02/2018,77414,17,29,19
01/02/2018,77415,20,28,20
01/02/2018,77416,20,29,19
01/02/2018,77417,15,28,19
01/02/2018,77418,17,29,19
01/02/2018,77419,14,31,15
01/02/2018,77420,30,30,20
01/02/2018,77421,16,29,19
01/02/2018,77423,15,29,19
01/02/2018,77424,15,29,19
01/02/2018,77425,20,30,15
01/02/2018,77426,30,28,19
01/02/2018,77427,33,29,20
01/02/2018,77428,25,28,19
01/02/2018,77429,14,28,19
01/02/2018,77430,23,30,20
01/02/2018,77431,7,32,15
01/02/2018,77432,16,29,19
01/02/2018,77433,24,29,19
01/02/2018,77434,13,30,17
01/02/2018,77435,28,29,17
01/02/2018,77436,17,29,19
01/02/2018,77437,26,29,20
01/02/2018,77438,39,28,20
01/02/2018,77439,16,31,17
01/02/2018,77440,18,28,19
01/02/2018,77441,22,30,17
01/02/2018,77442,17,30,15
01/02/2018,77443,24,28,20
01/02/2018,77444,15,29,19
01/02/2018,77445,36,28,19
01/02/2018,77446,16,30,19
01/02/2018,77447,34,28,19
01/02/2018,77448,16,28,19
01/02/2018,77449,34,28,20
01/02/2018,77450,38,28,20
01/02/2018,77451,20,28,20
01/02/2018,77452,15,30,17
01/02/2018,77453,32,28,17
01/02/2018,77454,18,30,17
01/02/2018,77455,36,28,19
01/02/2018,77456,15,29,19
01/02/2018,77457,35,28,19
01/02/2018,77458,9,32,15
01/02/2018,77459,15,29,19
01/02/2018,77460,17,29,19
01/02/2018,77461,15,30,17
01/02/2018,77462,34,29,20
01/02/2018,77463,15,31,15
01/02/2018,77464,37,28,20
01/02/2018,77465,10,32,15
01/02/2018,77466,30,28,20
01/02/2018,77467,13,31,17
01/02/2018,77468,41,28,20
01/02/2018,77469,25,28,19
01/02/2018,77470,36,28,20
01/02/2018,77471,11,30,14
01/02/2018,77472,14,28,19
01/02/2018,77473,8,32,15
01/02/2018,77474,30,28,20
01/02/2018,77475,22,28,20
01/02/2018,77476,18,29,19
01/02/2018,77477,8,31,15
01/02/2018,77478,18,29,19
01/02/2018,77479,41,28,20
01/02/2018,77480,19,30,17
01/02/2018,77481,19,29,19
01/02/2018,77482,13,31,17
01/02/2018,77483,21,29,20
01/02/2018,77484,24,28,20
01/02/2018,77485,11,31,14
01/02/2018,77486,22,29,19
01/02/2018,77487,34,28,17
01/02/2018,77489,10,32,15
01/02/2018,77490,14,29,19
01/02/2018,77491,13,31,15
01/02/2018,77492,13,28,19
01/02/2018,77493,32,28,19
01/02/2018,77494,16,31,17
01/02/2018,77495,36,28,19
01/02/2018,77496,19,29,19
01/02/2018,77498,29,28,20
01/02/2018,77500,10,32,15
01/02/2018,77501,11,32,15
01/02/2018,77504,9,32,15
01/02/2018,77505,22,28,20
01/02/2018,77506,9,32,15
01/02/2018,77507,12,30,19
01/02/2018,77508,34,28,20
01/02/2018,77509,19,30,17
01/02/2018,77510,35,28,20
01/02/2018,77511,32,29,20
01/02/2018,77512,13,28,19
01/02/2018,77513,28,28,20
01/02/2018,77514,40,28,20
01/02/2018,77515,29,29,20
01/02/2018,77516,12,31,15
01/02/2018,77517,39,28,20
01/02/2018,77518,29,29,17
01/02/2018,77519,15,29,19
01/02/2018,77520,7,32,15
01/02/2018,77521,31,28,20
01/02/2018,77522,13,29,19
01/02/2018,77523,12,29,19
01/02/2018,77524,15,30,17
01/02/2018,77525,30,29,20
01/02/2018,77526,16,29,19
01/02/2018,77527,25,28,19
01/02/2018,77528,35,27,19
01/02/2018,77529,30,28,20
01/02/2018,77530,16,29,19
01/02/2018,77531,10,32,15
01/02/2018,77532,17,29,19
01/02/2018,77533,19,30,15
01/02/2018,77534,34,28,19
01/02/2018,78003,7,30,15
01/02/2018,78005,29,30,19
01/02/2018,78006,10,30,15
01/02/2018,78007,25,29,19
01/02/2018,78009,8,30,15
01/02/2018,78010,24,29,17
01/02/2018,78013,22,29,17
01/02/2018,78015,25,30,19
01/02/2018,78020,22,29,15
01/02/2018,78029,25,29,17
01/02/2018,78030,12,30,15
01/02/2018,78031,23,28,15
01/02/2018,78033,24,29,17
01/02/2018,78034,20,29,17
01/02/2018,78036,20,29,17
01/02/2018,78043,26,29,19
01/02/2018,78048,14,30,15
01/02/2018,78049,24,29,17
01/02/2018,78050,16,30,17
01/02/2018,78053,17,29,15
01/02/2018,78057,18,29,15
01/02/2018,78062,22,29,17
01/02/2018,78068,16,30,15
01/02/2018,78070,23,28,15
01/02/2018,78071,8,30,15
01/02/2018,78072,20,29,15
01/02/2018,78073,22,30,19
01/02/2018,78076,14,30,15
01/02/2018,78077,9,30,15
01/02/2018,78082,19,29,15
01/02/2018,78084,18,29,17
01/02/2018,78087,12,31,15
01/02/2018,78089,18,29,15
01/02/2018,78090,24,29,17
01/02/2018,78092,28,28,20
01/02/2018,78096,11,30,15
01/02/2018,78104,23,28,15
01/02/2018,78107,18,30,15
01/02/2018,78108,13,30,15
01/02/2018,78113,24,30,17
01/02/2018,78117,26,30,19
01/02/2018,78118,23,28,15
01/02/2018,78120,12,31,15
01/02/2018,78123,25,30,19
01/02/2018,78124,30,28,20
01/02/2018,78125,11,31,15
01/02/2018,78126,28,29,20
01/02/2018,78128,12,31,15
01/02/2018,78133,25,29,19
01/02/2018,78138,25,30,19
01/02/2018,78140,24,30,17
01/02/2018,78143,21,30,19
01/02/2018,78146,29,28,20
01/02/2018,78147,16,30,15
01/02/2018,78152,23,29,19
01/02/2018,78158,27,29,19
01/02/2018,78160,17,31,17
01/02/2018,78162,14,31,17
01/02/2018,78163,16,30,15
01/02/2018,78164,8,30,15
01/02/2018,78165,21,29,19
01/02/2018,78168,16,30,17
01/02/2018,78171,11,30,15
01/02/2018,78172,26,30,19
01/02/2018,78185,18,29,15
01/02/2018,78188,15,30,15
01/02/2018,78189,23,29,17
01/02/2018,78190,28,29,20
01/02/2018,78192,19,29,15
01/02/2018,78193,14,31,17
01/02/2018,78194,11,30,15
01/02/2018,78196,22,29,17
01/02/2018,78202,22,30,15
01/02/2018,78206,24,29,17
01/02/2018,78208,19,30,17
01/02/2018,78209,8,30,15
01/02/2018,78217,25,29,17
01/02/2018,78220,13,30,15
01/02/2018,78224,26,29,19
01/02/2018,78227,23,30,17
01/02/2018,78230,24,29,17
01/02/2018,78231,20,29,15
01/02/2018,78233,24,29,19
01/02/2018,78234,20,29,15
01/02/2018,78236,19,29,15
01/02/2018,78237,15,30,15
01/02/2018,78238,25,29,17
01/02/2018,78239,24,29,15
01/02/2018,78242,24,29,19
01/02/2018,78245,21,28,15
01/02/2018,78246,24,29,15
01/02/2018,78251,25,29,19
01/02/2018,78255,19,29,15
01/02/2018,78261,23,30,17
01/02/2018,78262,16,30,15
01/02/2018,78263,14,30,15
01/02/2018,78264,13,30,15
01/02/2018,78265,18,29,15
01/02/2018,78267,25,29,17
01/02/2018,78269,8,30,15
01/02/2018,78276,18,30,15
01/02/2018,78278,21,29,17
01/02/2018,78281,23,28,17
01/02/2018,78283,10,30,15
01/02/2018,78285,14,30,15
01/02/2018,78289,15,30,15
01/02/2018,78290,22,29,15
01/02/2018,78291,24,28,15
01/02/2018,78296,24,29,15
01/02/2018,78297,23,30,19
01/02/2018,78299,24,30,17
01/02/2018,78300,22,29,17
01/02/2018,78302,9,30,15
01/02/2018,78305,24,29,17
01/02/2018,78307,8,30,15
01/02/2018,78310,12,30,15
01/02/2018,78311,30,28,20
01/02/2018,78314,25,29,17
01/02/2018,78317,23,30,17
01/02/2018,78320,17,30,15
01/02/2018,78321,18,29,17
01/02/2018,78322,26,30,19
01/02/2018,78324,21,28,15
01/02/2018,78325,23,29,17
01/02/2018,78327,25,30,17
01/02/2018,78329,22,30,15
01/02/2018,78334,15,30,17
01/02/2018,78335,24,28,15
01/02/2018,78337,17,30,15
01/02/2018,78343,25,30,19
01/02/2018,78344,17,30,15
01/02/2018,78346,18,30,15
01/02/2018,78349,10,31,15
01/02/2018,78350,27,29,20
01/02/2018,78354,23,28,15
01/02/2018,78356,20,30,19
01/02/2018,78358,29,29,20
01/02/2018,78361,24,28,15
01/02/2018,78362,24,28,15
01/02/2018,78364,22,29,17
01/02/2018,78366,17,30,17
01/02/2018,78367,26,29,19
01/02/2018,78368,23,29,17
01/02/2018,78372,26,29,19
01/02/2018,78380,24,29,17
01/02/2018,78381,13,30,15
01/02/2018,78382,25,30,19
01/02/2018,78383,17,30,17
01/02/2018,78384,25,30,19
01/02/2018,78385,19,29,15
01/02/2018,78389,17,30,17
01/02/2018,78391,20,29,15
01/02/2018,78396,28,29,20
01/02/2018,78397,17,30,17
01/02/2018,78398,14,30,15
01/02/2018,78401,24,30,17
01/02/2018,78402,25,28,17
01/02/2018,78403,24,30,17
01/02/2018,78404,15,30,15
01/02/2018,78406,18,30,17
01/02/2018,78407,9,30,15
01/02/2018,78410,20,29,15
01/02/2018,78413,15,30,15
01/02/2018,78415,22,29,17
01/02/2018,78416,23,30,15
01/02/2018,78417,19,29,15
01/02/2018,78418,29,29,20
01/02/2018,78420,15,30,15
01/02/2018,78423,21,30,19
01/02/2018,78431,24,29,17
01/02/2018,78437,21,29,15
01/02/2018,78439,17,29,15
01/02/2018,78440,24,30,17
01/02/2018,78442,19,29,17
01/02/2018,78443,19,29,17
01/02/2018,78444,18,30,15
01/02/2018,78451,24,29,17
01/02/2018,78455,25,29,19
01/02/2018,78460,24,30,17
01/02/2018,78464,6,30,15
01/02/2018,78465,17,30,15
01/02/2018,78466,24,29,19
01/02/2018,78470,7,30,15
01/02/2018,78472,8,30,15
01/02/2018,78474,16,30,15
01/02/2018,78475,18,29,15
01/02/2018,78478,8,30,15
01/02/2018,78481,27,29,19
01/02/2018,78484,21,29,15
01/02/2018,78486,11,30,15
01/02/2018,78490,21,29,19
01/02/2018,78497,9,30,15
01/02/2018,78498,26,30,19
01/02/2018,78499,7,30,15
01/02/2018,78501,24,28,15
01/02/2018,78502,27,29,19
01/02/2018,78503,16,30,15
01/02/2018,78505,17,29,15
01/02/2018,78506,8,30,15
01/02/2018,78513,16,30,15
01/02/2018,78516,8,30,15
01/02/2018,78517,9,30,15
01/02/2018,78518,24,29,19
01/02/2018,78520,15,30,15
01/02/2018,78522,9,31,15
01/02/2018,78524,26,29,19
01/02/2018,78528,20,29,15
01/02/2018,78530,20,29,15
01/02/2018,78531,22,29,15
01/02/2018,78536,23,30,15
01/02/2018,78537,8,30,15
01/02/2018,78545,24,29,19
01/02/2018,78548,15,30,17
01/02/2018,78550,20,29,17
01/02/2018,78551,28,30,20
01/02/2018,78557,8,30,15
01/02/2018,78558,17,29,15
01/02/2018,78559,16,30,15
01/02/2018,78561,17,30,17
01/02/2018,78562,14,30,15
01/02/2018,78564,8,30,15
01/02/2018,78565,19,29,15
01/02/2018,78567,22,29,15
01/02/2018,78569,8,30,15
01/02/2018,78571,24,29,19
01/02/2018,78575,19,31,19
01/02/2018,78576,16,30,17
01/02/2018,78586,31,29,20
01/02/2018,78588,20,29,17
01/02/2018,78590,13,31,17
01/02/2018,78591,19,29,15
01/02/2018,78597,22,28,15
01/02/2018,78601,7,30,15
01/02/2018,78605,15,30,15
01/02/2018,78606,9,30,15
01/02/2018,78608,18,29,15
01/02/2018,78609,23,30,17
01/02/2018,78615,22,29,19
01/02/2018,78616,22,29,17
01/02/2018,78618,15,30,15
01/02/2018,78620,22,30,19
01/02/2018,78621,20,30,19
01/02/2018,78623,17,30,17
01/02/2018,78624,25,30,19
01/02/2018,78638,24,30,17
01/02/2018,78640,28,29,19
01/02/2018,78642,24,30,17
01/02/2018,78643,25,30,19
01/02/2018,78644,16,30,17
01/02/2018,78646,27,29,19
01/02/2018,78647,22,28,15
01/02/2018,78650,28,29,20
01/02/2018,78653,19,29,17
01/02/2018,78655,10,30,15
01/02/2018,78668,18,30,15
01/02/2018,78672,25,30,19
01/02/2018,78674,23,29,19
01/02/2018,78677,21,28,15
01/02/2018,78681,20,29,17
01/02/2018,78683,20,29,17
01/02/2018,78686,28,29,19
01/02/2018,78688,20,30,19
01/02/2018,91001,10,30,12
01/02/2018,91016,10,30,14
01/02/2018,91017,13,31,15
01/02/2018,91021,22,31,17
01/02/2018,91022,10,30,12
01/02/2018,91027,33,30,22
01/02/2018,91035,9,30,15
01/02/2018,91037,30,29,17
01/02/2018,91038,16,30,14
01/02/2018,91041,21,31,17
01/02/2018,91044,28,30,20
01/02/2018,91045,26,30,17
01/02/2018,91047,23,30,15
01/02/2018,91064,27,30,19
01/02/2018,91067,10,30,12
01/02/2018,91069,10,30,14
01/02/2018,91075,11,30,12
01/02/2018,91079,11,30,12
01/02/2018,91080,17,30,14
01/02/2018,91081,12,30,14
01/02/2018,91085,19,31,15
01/02/2018,91086,34,30,20
01/02/2018,91093,15,31,17
01/02/2018,91095,21,30,15
01/02/2018,91097,36,29,20
01/02/2018,91098,10,30,14
01/02/2018,91099,19,30,14
01/02/2018,91100,15,30,14
01/02/2018,91103,28,30,19
01/02/2018,91105,18,31,15
01/02/2018,91106,17,31,15
01/02/2018,91109,13,30,14
01/02/2018,91111,18,31,17
01/02/2018,91112,10,30,12
01/02/2018,91114,36,29,22
01/02/2018,91115,20,31,17
01/02/2018,91121,12,30,14
01/02/2018,91122,22,31,19
01/02/2018,91129,20,30,15
01/02/2018,91130,11,30,14
01/02/2018,91131,9,30,14
01/02/2018,91132,17,30,15
01/02/2018,91135,27,30,17
01/02/2018,91136,28,30,20
01/02/2018,91137,10,30,12
01/02/2018,91145,8,30,15
01/02/2018,91148,15,30,14
01/02/2018,91156,22,30,15
01/02/2018,91159,29,30,17
01/02/2018,91161,30,30,22
01/02/2018,91174,37,30,20
01/02/2018,91175,9,30,15
01/02/2018,91179,34,29,19
01/02/2018,91180,20,30,15
01/02/2018,91182,36,30,20
01/02/2018,91184,16,30,14
01/02/2018,91186,17,31,17
01/02/2018,91191,34,29,22
01/02/2018,91195,22,30,15
01/02/2018,91198,18,30,14
01/02/2018,91200,10,31,15
01/02/2018,91201,36,30,22
01/02/2018,91204,32,30,19
01/02/2018,91207,20,31,17
01/02/2018,91215,36,29,20
01/02/2018,91216,31,30,20
01/02/2018,91222,9,30,14
01/02/2018,91223,12,30,14
01/02/2018,91225,37,30,20
