date,ninsee,no2,o3,pm10
01/01/2018,0,16,36,20
01/01/2018,75,16,32,18
01/01/2018,77,10,37,20
01/01/2018,78,10,36,18
01/01/2018,91,10,37,20
01/01/2018,92,12,34,20
01/01/2018,93,14,33,18
01/01/2018,94,14,33,20
01/01/2018,95,9,36,16
01/01/2018,75101,15,30,17
01/01/2018,75102,15,29,17
01/01/2018,75103,16,30,19
01/01/2018,75104,16,30,19
01/01/2018,75105,15,30,19
01/01/2018,75106,14,30,19
01/01/2018,75107,14,31,17
01/01/2018,75108,14,30,17
01/01/2018,75109,14,29,17
01/01/2018,75110,16,29,19
01/01/2018,75111,16,30,19
01/01/2018,75112,17,32,19
01/01/2018,75113,15,31,19
01/01/2018,75114,13,32,19
01/01/2018,75115,12,32,19
01/01/2018,75116,13,33,17
01/01/2018,75117,13,30,17
01/01/2018,75118,14,28,19
01/01/2018,75119,15,30,19
01/01/2018,75120,16,30,19
01/01/2018,77001,4,38,17
01/01/2018,77002,9,34,17
01/01/2018,77003,6,38,19
01/01/2018,77004,7,34,19
01/01/2018,77005,8,33,19
01/01/2018,77006,5,37,17
01/01/2018,77007,7,34,19
01/01/2018,77008,9,34,17
01/01/2018,77009,8,38,19
01/01/2018,77010,8,34,19
01/01/2018,77011,8,38,19
01/01/2018,77012,10,35,17
01/01/2018,77013,9,34,17
01/01/2018,77014,4,37,17
01/01/2018,77015,10,35,17
01/01/2018,77016,6,38,19
01/01/2018,77018,8,34,19
01/01/2018,77019,10,37,17
01/01/2018,77020,10,35,17
01/01/2018,77021,9,38,17
01/01/2018,77022,4,36,17
01/01/2018,77023,9,34,19
01/01/2018,77024,10,34,17
01/01/2018,77025,10,37,17
01/01/2018,77026,10,35,17
01/01/2018,77027,9,38,19
01/01/2018,77028,9,34,17
01/01/2018,77029,7,34,19
01/01/2018,77030,10,34,17
01/01/2018,77031,8,34,19
01/01/2018,77032,10,35,17
01/01/2018,77033,10,35,17
01/01/2018,77034,6,34,19
01/01/2018,77035,9,38,17
01/01/2018,77036,10,35,17
01/01/2018,77037,5,35,19
01/01/2018,77038,5,34,19
01/01/2018,77039,6,34,19
01/01/2018,77040,6,35,19
01/01/2018,77041,8,38,19
01/01/2018,77042,10,34,17
01/01/2018,77043,10,34,17
01/01/2018,77044,8,35,17
01/01/2018,77045,8,38,19
01/01/2018,77046,8,38,19
01/01/2018,77047,8,34,19
01/01/2018,77048,3,38,19
01/01/2018,77049,8,34,19
01/01/2018,77050,8,38,19
01/01/2018,77051,10,36,17
01/01/2018,77052,7,35,17
01/01/2018,77053,7,33,20
01/01/2018,77054,9,38,17
01/01/2018,77055,8,33,19
01/01/2018,77056,7,38,19
01/01/2018,77057,10,34,17
01/01/2018,77058,7,33,19
01/01/2018,77059,7,33,19
01/01/2018,77060,8,38,19
01/01/2018,77061,8,38,17
01/01/2018,77062,8,33,19
01/01/2018,77063,8,34,19
01/01/2018,77065,6,36,17
01/01/2018,77066,10,35,17
01/01/2018,77067,6,34,19
01/01/2018,77068,10,35,17
01/01/2018,77069,4,35,17
01/01/2018,77070,9,34,17
01/01/2018,77071,8,38,19
01/01/2018,77072,10,35,17
01/01/2018,77073,10,35,17
01/01/2018,77075,8,33,19
01/01/2018,77076,10,35,17
01/01/2018,77077,9,34,19
01/01/2018,77078,10,34,17
01/01/2018,77079,5,37,17
01/01/2018,77080,10,35,17
01/01/2018,77081,6,34,19
01/01/2018,77082,7,34,19
01/01/2018,77083,7,33,19
01/01/2018,77084,9,34,17
01/01/2018,77085,7,33,19
01/01/2018,77086,8,35,17
01/01/2018,77087,9,34,17
01/01/2018,77088,5,38,19
01/01/2018,77089,8,36,17
01/01/2018,77090,10,35,17
01/01/2018,77091,8,34,19
01/01/2018,77093,10,34,17
01/01/2018,77094,8,33,19
01/01/2018,77095,9,33,19
01/01/2018,77096,5,35,19
01/01/2018,77097,10,34,17
01/01/2018,77098,10,35,17
01/01/2018,77099,9,38,19
01/01/2018,77100,6,35,17
01/01/2018,77101,10,37,17
01/01/2018,77102,6,38,19
01/01/2018,77103,7,35,19
01/01/2018,77104,7,34,19
01/01/2018,77106,10,34,17
01/01/2018,77107,8,34,19
01/01/2018,77108,8,33,19
01/01/2018,77109,10,35,17
01/01/2018,77110,9,38,19
01/01/2018,77111,8,33,19
01/01/2018,77112,6,38,19
01/01/2018,77113,10,34,17
01/01/2018,77114,7,33,19
01/01/2018,77115,8,38,17
01/01/2018,77116,10,34,17
01/01/2018,77117,10,34,17
01/01/2018,77118,9,33,19
01/01/2018,77119,9,35,17
01/01/2018,77120,10,34,17
01/01/2018,77121,7,33,19
01/01/2018,77122,6,33,20
01/01/2018,77123,9,33,19
01/01/2018,77124,7,33,19
01/01/2018,77125,8,34,19
01/01/2018,77126,9,34,17
01/01/2018,77127,7,33,19
01/01/2018,77128,8,34,19
01/01/2018,77129,10,34,17
01/01/2018,77130,8,34,19
01/01/2018,77131,9,34,17
01/01/2018,77132,8,33,19
01/01/2018,77133,9,37,17
01/01/2018,77134,10,35,17
01/01/2018,77135,9,34,19
01/01/2018,77136,7,33,19
01/01/2018,77137,10,35,17
01/01/2018,77138,8,34,19
01/01/2018,77139,8,33,19
01/01/2018,77140,9,36,17
01/01/2018,77141,8,34,19
01/01/2018,77142,8,34,19
01/01/2018,77143,9,34,19
01/01/2018,77144,8,34,19
01/01/2018,77145,6,34,19
01/01/2018,77146,7,33,19
01/01/2018,77147,10,35,17
01/01/2018,77148,10,33,17
01/01/2018,77149,10,35,17
01/01/2018,77150,9,34,19
01/01/2018,77151,10,34,17
01/01/2018,77152,5,35,19
01/01/2018,77153,9,34,17
01/01/2018,77154,8,34,19
01/01/2018,77155,8,33,19
01/01/2018,77156,5,38,19
01/01/2018,77157,10,34,17
01/01/2018,77158,8,38,17
01/01/2018,77159,10,36,17
01/01/2018,77161,7,38,17
01/01/2018,77162,10,34,17
01/01/2018,77163,9,34,17
01/01/2018,77164,8,36,17
01/01/2018,77165,7,35,17
01/01/2018,77166,5,38,17
01/01/2018,77167,10,36,17
01/01/2018,77168,8,38,17
01/01/2018,77169,7,33,19
01/01/2018,77170,5,38,17
01/01/2018,77171,8,33,19
01/01/2018,77172,8,38,17
01/01/2018,77173,9,34,17
01/01/2018,77174,10,35,17
01/01/2018,77175,6,33,19
01/01/2018,77176,9,34,17
01/01/2018,77177,8,33,19
01/01/2018,77178,6,38,19
01/01/2018,77179,6,36,17
01/01/2018,77180,7,33,19
01/01/2018,77181,7,33,19
01/01/2018,77182,10,34,17
01/01/2018,77183,10,34,17
01/01/2018,77184,7,38,17
01/01/2018,77185,5,36,17
01/01/2018,77186,5,38,19
01/01/2018,77187,10,35,17
01/01/2018,77188,5,35,17
01/01/2018,77190,9,35,17
01/01/2018,77191,9,35,17
01/01/2018,77192,8,34,19
01/01/2018,77193,9,34,17
01/01/2018,77194,8,37,17
01/01/2018,77195,6,34,19
01/01/2018,77196,8,33,19
01/01/2018,77197,10,35,17
01/01/2018,77198,8,38,19
01/01/2018,77199,9,34,19
01/01/2018,77200,7,38,19
01/01/2018,77201,10,35,17
01/01/2018,77202,4,38,19
01/01/2018,77203,9,34,17
01/01/2018,77204,10,34,17
01/01/2018,77205,9,34,17
01/01/2018,77206,9,34,17
01/01/2018,77207,9,38,19
01/01/2018,77208,10,35,17
01/01/2018,77209,7,33,19
01/01/2018,77210,7,37,17
01/01/2018,77211,9,35,17
01/01/2018,77212,10,37,17
01/01/2018,77214,9,33,19
01/01/2018,77215,7,33,19
01/01/2018,77216,4,38,19
01/01/2018,77217,7,33,19
01/01/2018,77218,10,35,17
01/01/2018,77219,8,34,19
01/01/2018,77220,6,38,19
01/01/2018,77221,7,33,19
01/01/2018,77222,7,34,19
01/01/2018,77223,10,36,17
01/01/2018,77224,8,34,19
01/01/2018,77225,9,34,19
01/01/2018,77226,5,36,17
01/01/2018,77227,10,35,17
01/01/2018,77228,10,34,17
01/01/2018,77229,8,34,19
01/01/2018,77230,8,38,19
01/01/2018,77231,9,34,17
01/01/2018,77232,8,34,19
01/01/2018,77233,9,33,19
01/01/2018,77234,8,33,19
01/01/2018,77235,10,34,17
01/01/2018,77236,11,35,17
01/01/2018,77237,7,33,19
01/01/2018,77238,10,34,17
01/01/2018,77239,10,35,17
01/01/2018,77240,10,34,17
01/01/2018,77241,9,33,19
01/01/2018,77242,10,35,17
01/01/2018,77243,7,33,19
01/01/2018,77244,6,38,19
01/01/2018,77245,8,37,17
01/01/2018,77246,10,35,17
01/01/2018,77247,10,34,17
01/01/2018,77248,8,33,19
01/01/2018,77249,7,33,20
01/01/2018,77250,10,35,17
01/01/2018,77251,6,34,19
01/01/2018,77252,6,33,19
01/01/2018,77253,6,33,19
01/01/2018,77254,7,34,19
01/01/2018,77255,5,35,19
01/01/2018,77256,10,35,17
01/01/2018,77257,10,34,17
01/01/2018,77258,7,33,19
01/01/2018,77259,9,33,17
01/01/2018,77260,10,35,17
01/01/2018,77261,7,38,17
01/01/2018,77262,9,35,17
01/01/2018,77263,10,36,17
01/01/2018,77264,9,34,19
01/01/2018,77265,10,34,17
01/01/2018,77266,6,36,17
01/01/2018,77267,7,38,19
01/01/2018,77268,8,33,19
01/01/2018,77269,6,34,19
01/01/2018,77270,9,34,19
01/01/2018,77271,8,38,19
01/01/2018,77272,10,35,17
01/01/2018,77273,9,34,17
01/01/2018,77274,9,34,17
01/01/2018,77275,10,35,17
01/01/2018,77276,8,34,19
01/01/2018,77277,8,34,19
01/01/2018,77278,9,34,17
01/01/2018,77279,9,38,17
01/01/2018,77280,9,34,17
01/01/2018,77281,9,34,17
01/01/2018,77282,9,33,17
01/01/2018,77283,10,33,17
01/01/2018,77284,9,34,19
01/01/2018,77285,5,34,19
01/01/2018,77286,10,35,17
01/01/2018,77287,10,34,17
01/01/2018,77288,6,34,19
01/01/2018,77289,10,35,17
01/01/2018,77290,10,34,17
01/01/2018,77291,9,33,17
01/01/2018,77292,9,33,19
01/01/2018,77293,10,38,17
01/01/2018,77294,9,33,19
01/01/2018,77295,6,34,19
01/01/2018,77296,6,33,19
01/01/2018,77297,9,38,19
01/01/2018,77298,10,36,17
01/01/2018,77299,6,37,17
01/01/2018,77300,9,34,17
01/01/2018,77301,10,34,17
01/01/2018,77302,4,38,19
01/01/2018,77303,10,34,17
01/01/2018,77304,10,34,17
01/01/2018,77305,8,37,17
01/01/2018,77306,6,33,19
01/01/2018,77307,8,33,19
01/01/2018,77308,9,34,19
01/01/2018,77309,9,34,19
01/01/2018,77310,11,36,17
01/01/2018,77311,10,37,17
01/01/2018,77312,4,38,17
01/01/2018,77313,8,38,17
01/01/2018,77314,10,34,17
01/01/2018,77315,8,33,19
01/01/2018,77316,5,38,17
01/01/2018,77317,8,34,19
01/01/2018,77318,8,34,19
01/01/2018,77319,10,35,17
01/01/2018,77320,9,34,17
01/01/2018,77321,10,36,17
01/01/2018,77322,9,34,17
01/01/2018,77323,9,33,17
01/01/2018,77325,10,36,17
01/01/2018,77326,6,34,19
01/01/2018,77327,10,35,17
01/01/2018,77328,9,38,17
01/01/2018,77329,6,38,17
01/01/2018,77330,8,34,19
01/01/2018,77331,10,34,17
01/01/2018,77332,9,33,19
01/01/2018,77333,5,38,19
01/01/2018,77335,9,34,19
01/01/2018,77336,8,34,19
01/01/2018,77337,7,33,19
01/01/2018,77338,7,38,17
01/01/2018,77339,8,38,17
01/01/2018,77340,5,38,19
01/01/2018,77341,10,35,17
01/01/2018,77342,7,38,19
01/01/2018,77343,10,34,17
01/01/2018,77344,9,34,17
01/01/2018,77345,10,34,17
01/01/2018,77347,10,36,17
01/01/2018,77348,6,38,19
01/01/2018,77349,9,34,17
01/01/2018,77350,7,33,19
01/01/2018,77352,7,34,19
01/01/2018,77353,7,38,17
01/01/2018,77354,7,36,17
01/01/2018,77355,10,35,17
01/01/2018,77356,10,35,17
01/01/2018,77357,10,35,17
01/01/2018,77358,9,34,19
01/01/2018,77359,5,35,17
01/01/2018,77360,9,34,19
01/01/2018,77361,9,34,17
01/01/2018,77363,8,33,19
01/01/2018,77364,9,33,19
01/01/2018,77365,9,34,17
01/01/2018,77366,9,33,19
01/01/2018,77367,9,34,17
01/01/2018,77368,10,35,17
01/01/2018,77369,9,34,19
01/01/2018,77370,7,38,19
01/01/2018,77371,9,34,17
01/01/2018,77372,8,33,19
01/01/2018,77373,7,33,20
01/01/2018,77374,7,33,19
01/01/2018,77376,8,33,19
01/01/2018,77377,7,33,19
01/01/2018,77378,6,35,19
01/01/2018,77379,10,35,17
01/01/2018,77380,9,34,17
01/01/2018,77381,9,34,17
01/01/2018,77382,8,34,19
01/01/2018,77383,10,35,17
01/01/2018,77384,6,33,19
01/01/2018,77385,10,34,17
01/01/2018,77386,3,38,19
01/01/2018,77387,7,38,17
01/01/2018,77388,10,34,17
01/01/2018,77389,5,35,19
01/01/2018,77390,7,33,19
01/01/2018,77391,10,35,17
01/01/2018,77392,9,34,17
01/01/2018,77393,9,34,19
01/01/2018,77394,6,34,19
01/01/2018,77395,7,38,19
01/01/2018,77396,10,35,17
01/01/2018,77397,10,34,17
01/01/2018,77398,10,34,17
01/01/2018,77399,7,38,17
01/01/2018,77400,9,34,17
01/01/2018,77401,10,34,17
01/01/2018,77402,10,34,17
01/01/2018,77403,10,35,17
01/01/2018,77404,10,35,17
01/01/2018,77405,10,34,17
01/01/2018,77406,10,34,17
01/01/2018,77407,6,35,19
01/01/2018,77408,9,34,19
01/01/2018,77409,8,37,17
01/01/2018,77410,6,34,19
01/01/2018,77411,10,34,17
01/01/2018,77412,6,35,17
01/01/2018,77413,8,34,19
01/01/2018,77414,10,35,17
01/01/2018,77415,9,34,17
01/01/2018,77416,10,35,17
01/01/2018,77417,10,34,17
01/01/2018,77418,10,35,17
01/01/2018,77419,5,37,17
01/01/2018,77420,9,33,17
01/01/2018,77421,10,34,17
01/01/2018,77423,10,34,17
01/01/2018,77424,10,34,17
01/01/2018,77425,4,37,17
01/01/2018,77426,7,35,19
01/01/2018,77427,9,33,19
01/01/2018,77428,8,35,17
01/01/2018,77429,10,34,17
01/01/2018,77430,9,34,17
01/01/2018,77431,5,38,19
01/01/2018,77432,10,34,17
01/01/2018,77433,9,34,17
01/01/2018,77434,10,36,17
01/01/2018,77435,6,35,19
01/01/2018,77436,10,34,17
01/01/2018,77437,9,34,19
01/01/2018,77438,7,33,19
01/01/2018,77439,9,37,17
01/01/2018,77440,10,34,17
01/01/2018,77441,5,36,17
01/01/2018,77442,5,36,17
01/01/2018,77443,8,34,19
01/01/2018,77444,10,34,17
01/01/2018,77445,6,34,19
01/01/2018,77446,10,35,17
01/01/2018,77447,6,34,19
01/01/2018,77448,10,34,17
01/01/2018,77449,8,33,19
01/01/2018,77450,7,33,20
01/01/2018,77451,9,34,17
01/01/2018,77452,10,36,17
01/01/2018,77453,6,35,19
01/01/2018,77454,10,35,17
01/01/2018,77455,7,33,19
01/01/2018,77456,10,35,17
01/01/2018,77457,7,33,19
01/01/2018,77458,8,38,19
01/01/2018,77459,10,35,17
01/01/2018,77460,10,34,17
01/01/2018,77461,10,36,17
01/01/2018,77462,9,33,19
01/01/2018,77463,4,37,17
01/01/2018,77464,8,33,19
01/01/2018,77465,8,38,17
01/01/2018,77466,8,34,19
01/01/2018,77467,10,37,17
01/01/2018,77468,7,33,19
01/01/2018,77469,9,34,17
01/01/2018,77470,7,34,19
01/01/2018,77471,9,38,17
01/01/2018,77472,10,34,17
01/01/2018,77473,6,38,19
01/01/2018,77474,8,33,19
01/01/2018,77475,9,34,19
01/01/2018,77476,9,34,17
01/01/2018,77477,4,38,17
01/01/2018,77478,10,34,17
01/01/2018,77479,7,33,19
01/01/2018,77480,7,36,17
01/01/2018,77481,10,35,17
01/01/2018,77482,7,37,17
01/01/2018,77483,9,34,17
01/01/2018,77484,8,34,19
01/01/2018,77485,7,38,17
01/01/2018,77486,10,34,17
01/01/2018,77487,5,34,19
01/01/2018,77489,8,38,17
01/01/2018,77490,10,34,17
01/01/2018,77491,4,37,17
01/01/2018,77492,10,34,17
01/01/2018,77493,7,34,19
01/01/2018,77494,6,37,17
01/01/2018,77495,6,34,19
01/01/2018,77496,10,35,17
01/01/2018,77498,8,33,19
01/01/2018,77500,8,38,17
01/01/2018,77501,6,38,17
01/01/2018,77504,7,38,17
01/01/2018,77505,9,34,19
01/01/2018,77506,6,38,17
01/01/2018,77507,10,35,17
01/01/2018,77508,8,34,19
01/01/2018,77509,9,36,17
01/01/2018,77510,8,34,19
01/01/2018,77511,9,33,17
01/01/2018,77512,10,34,17
01/01/2018,77513,8,34,19
01/01/2018,77514,9,33,19
01/01/2018,77515,9,33,19
01/01/2018,77516,6,38,17
01/01/2018,77517,8,33,19
01/01/2018,77518,5,35,19
01/01/2018,77519,10,35,17
01/01/2018,77520,4,38,19
01/01/2018,77521,8,34,19
01/01/2018,77522,10,35,17
01/01/2018,77523,10,35,17
01/01/2018,77524,10,36,17
01/01/2018,77525,9,33,19
01/01/2018,77526,9,34,17
01/01/2018,77527,9,34,17
01/01/2018,77528,6,33,19
01/01/2018,77529,8,34,19
01/01/2018,77530,10,35,17
01/01/2018,77531,8,38,17
01/01/2018,77532,10,35,17
01/01/2018,77533,5,36,17
01/01/2018,77534,7,34,19
01/01/2018,78003,6,35,19
01/01/2018,78005,8,34,17
01/01/2018,78006,11,36,17
01/01/2018,78007,6,34,15
01/01/2018,78009,8,35,19
01/01/2018,78010,7,34,15
01/01/2018,78013,8,34,15
01/01/2018,78015,7,34,17
01/01/2018,78020,8,35,15
01/01/2018,78029,7,35,15
01/01/2018,78030,7,35,19
01/01/2018,78031,7,33,15
01/01/2018,78033,7,34,15
01/01/2018,78034,8,35,17
01/01/2018,78036,8,35,17
01/01/2018,78043,5,35,17
01/01/2018,78048,10,36,17
01/01/2018,78049,7,34,15
01/01/2018,78050,9,35,17
01/01/2018,78053,9,35,17
01/01/2018,78057,8,35,15
01/01/2018,78062,8,35,17
01/01/2018,78068,8,35,15
01/01/2018,78070,8,34,15
01/01/2018,78071,7,35,19
01/01/2018,78072,9,34,15
01/01/2018,78073,5,35,17
01/01/2018,78076,10,36,15
01/01/2018,78077,11,36,19
01/01/2018,78082,9,35,15
01/01/2018,78084,8,35,17
01/01/2018,78087,4,35,19
01/01/2018,78089,8,35,15
01/01/2018,78090,7,35,15
01/01/2018,78092,6,34,15
01/01/2018,78096,11,36,17
01/01/2018,78104,8,34,15
01/01/2018,78107,9,35,15
01/01/2018,78108,10,35,19
01/01/2018,78113,7,36,15
01/01/2018,78117,4,35,17
01/01/2018,78118,8,33,15
01/01/2018,78120,4,35,19
01/01/2018,78123,7,34,15
01/01/2018,78124,7,33,15
01/01/2018,78125,4,35,19
01/01/2018,78126,6,35,15
01/01/2018,78128,5,35,19
01/01/2018,78133,6,34,15
01/01/2018,78138,7,34,17
01/01/2018,78140,7,35,15
01/01/2018,78143,4,35,19
01/01/2018,78146,7,34,15
01/01/2018,78147,8,35,15
01/01/2018,78152,6,35,17
01/01/2018,78158,5,35,17
01/01/2018,78160,5,35,19
01/01/2018,78162,4,35,19
01/01/2018,78163,10,35,15
01/01/2018,78164,4,35,19
01/01/2018,78165,6,35,17
01/01/2018,78168,7,35,17
01/01/2018,78171,11,36,17
01/01/2018,78172,8,34,17
01/01/2018,78185,9,35,15
01/01/2018,78188,8,35,15
01/01/2018,78189,7,35,15
01/01/2018,78190,6,34,15
01/01/2018,78192,10,35,15
01/01/2018,78193,6,35,19
01/01/2018,78194,11,36,17
01/01/2018,78196,7,35,15
01/01/2018,78202,7,36,15
01/01/2018,78206,7,35,15
01/01/2018,78208,6,35,17
01/01/2018,78209,8,35,19
01/01/2018,78217,7,35,15
01/01/2018,78220,9,35,19
01/01/2018,78224,6,35,15
01/01/2018,78227,7,35,15
01/01/2018,78230,7,34,15
01/01/2018,78231,9,34,15
01/01/2018,78233,6,35,15
01/01/2018,78234,9,34,15
01/01/2018,78236,9,35,17
01/01/2018,78237,10,35,15
01/01/2018,78238,7,35,15
01/01/2018,78239,7,34,15
01/01/2018,78242,5,35,17
01/01/2018,78245,8,33,15
01/01/2018,78246,7,35,15
01/01/2018,78251,6,34,15
01/01/2018,78255,8,35,15
01/01/2018,78261,7,36,15
01/01/2018,78262,9,35,17
01/01/2018,78263,10,36,17
01/01/2018,78264,10,36,17
01/01/2018,78265,9,35,17
01/01/2018,78267,7,35,15
01/01/2018,78269,9,35,19
01/01/2018,78276,8,35,15
01/01/2018,78278,8,35,15
01/01/2018,78281,8,34,15
01/01/2018,78283,11,36,17
01/01/2018,78285,10,36,17
01/01/2018,78289,10,35,17
01/01/2018,78290,8,34,15
01/01/2018,78291,8,34,15
01/01/2018,78296,7,35,15
01/01/2018,78297,5,35,17
01/01/2018,78299,7,35,15
01/01/2018,78300,8,35,15
01/01/2018,78302,11,36,17
01/01/2018,78305,7,34,15
01/01/2018,78307,10,36,19
01/01/2018,78310,11,36,17
01/01/2018,78311,8,33,15
01/01/2018,78314,7,34,15
01/01/2018,78317,7,37,15
01/01/2018,78320,8,35,15
01/01/2018,78321,7,35,17
01/01/2018,78322,5,35,19
01/01/2018,78324,8,33,15
01/01/2018,78325,8,34,15
01/01/2018,78327,7,35,15
01/01/2018,78329,7,37,15
01/01/2018,78334,7,35,19
01/01/2018,78335,7,34,15
01/01/2018,78337,8,35,15
01/01/2018,78343,4,35,17
01/01/2018,78344,8,35,15
01/01/2018,78346,10,35,15
01/01/2018,78349,5,35,19
01/01/2018,78350,6,35,15
01/01/2018,78354,8,33,15
01/01/2018,78356,5,35,19
01/01/2018,78358,8,33,15
01/01/2018,78361,7,33,15
01/01/2018,78362,7,33,15
01/01/2018,78364,8,35,15
01/01/2018,78366,8,35,17
01/01/2018,78367,6,34,15
01/01/2018,78368,7,35,15
01/01/2018,78372,6,35,15
01/01/2018,78380,7,34,15
01/01/2018,78381,11,36,17
01/01/2018,78382,7,34,17
01/01/2018,78383,7,35,17
01/01/2018,78384,7,34,15
01/01/2018,78385,9,34,15
01/01/2018,78389,9,35,17
01/01/2018,78391,8,34,15
01/01/2018,78396,7,33,15
01/01/2018,78397,6,35,17
01/01/2018,78398,9,35,17
01/01/2018,78401,7,35,15
01/01/2018,78402,7,34,15
01/01/2018,78403,7,35,15
01/01/2018,78404,9,35,17
01/01/2018,78406,5,35,17
01/01/2018,78407,10,36,17
01/01/2018,78410,8,35,15
01/01/2018,78413,10,35,15
01/01/2018,78415,7,35,15
01/01/2018,78416,7,37,15
01/01/2018,78417,10,35,15
01/01/2018,78418,7,34,15
01/01/2018,78420,9,35,17
01/01/2018,78423,5,35,17
01/01/2018,78431,7,34,15
01/01/2018,78437,8,34,15
01/01/2018,78439,9,35,15
01/01/2018,78440,7,35,15
01/01/2018,78442,7,35,17
01/01/2018,78443,8,35,17
01/01/2018,78444,9,35,15
01/01/2018,78451,7,34,15
01/01/2018,78455,5,35,15
01/01/2018,78460,7,36,15
01/01/2018,78464,6,35,19
01/01/2018,78465,9,35,17
01/01/2018,78466,7,34,15
01/01/2018,78470,7,35,19
01/01/2018,78472,7,35,19
01/01/2018,78474,10,35,15
01/01/2018,78475,9,35,15
01/01/2018,78478,8,35,19
01/01/2018,78481,6,34,15
01/01/2018,78484,9,34,15
01/01/2018,78486,9,35,19
01/01/2018,78490,7,35,17
01/01/2018,78497,10,35,19
01/01/2018,78498,7,34,15
01/01/2018,78499,3,35,19
01/01/2018,78501,7,34,15
01/01/2018,78502,6,34,15
01/01/2018,78503,8,35,15
01/01/2018,78505,9,35,15
01/01/2018,78506,7,35,19
01/01/2018,78513,9,35,17
01/01/2018,78516,10,35,19
01/01/2018,78517,8,35,19
01/01/2018,78518,5,35,17
01/01/2018,78520,10,36,17
01/01/2018,78522,4,35,19
01/01/2018,78524,5,35,17
01/01/2018,78528,8,34,15
01/01/2018,78530,9,34,15
01/01/2018,78531,8,35,15
01/01/2018,78536,7,36,15
01/01/2018,78537,3,35,19
01/01/2018,78545,5,35,17
01/01/2018,78548,5,35,19
01/01/2018,78550,7,35,17
01/01/2018,78551,8,34,15
01/01/2018,78557,9,35,19
01/01/2018,78558,9,35,15
01/01/2018,78559,9,35,15
01/01/2018,78561,5,35,17
01/01/2018,78562,10,36,19
01/01/2018,78564,6,35,19
01/01/2018,78565,9,35,15
01/01/2018,78567,8,34,15
01/01/2018,78569,5,35,19
01/01/2018,78571,6,35,15
01/01/2018,78575,4,35,19
01/01/2018,78576,8,35,17
01/01/2018,78586,8,33,15
01/01/2018,78588,8,35,15
01/01/2018,78590,5,35,19
01/01/2018,78591,9,35,15
01/01/2018,78597,8,33,15
01/01/2018,78601,4,35,19
01/01/2018,78605,10,35,17
01/01/2018,78606,11,36,17
01/01/2018,78608,9,34,15
01/01/2018,78609,7,36,15
01/01/2018,78615,7,35,17
01/01/2018,78616,8,35,15
01/01/2018,78618,10,36,15
01/01/2018,78620,4,35,19
01/01/2018,78621,6,35,17
01/01/2018,78623,8,35,17
01/01/2018,78624,7,35,17
01/01/2018,78638,7,35,17
01/01/2018,78640,6,35,19
01/01/2018,78642,7,35,15
01/01/2018,78643,7,35,15
01/01/2018,78644,6,35,17
01/01/2018,78646,5,35,17
01/01/2018,78647,8,34,15
01/01/2018,78650,6,34,15
01/01/2018,78653,8,35,17
01/01/2018,78655,7,35,19
01/01/2018,78668,8,35,15
01/01/2018,78672,7,34,15
01/01/2018,78674,6,35,17
01/01/2018,78677,8,34,15
01/01/2018,78681,8,35,17
01/01/2018,78683,7,35,17
01/01/2018,78686,5,35,17
01/01/2018,78688,5,35,17
01/01/2018,91001,11,38,17
01/01/2018,91016,10,38,19
01/01/2018,91017,5,35,19
01/01/2018,91021,6,35,19
01/01/2018,91022,11,38,17
01/01/2018,91027,6,33,20
01/01/2018,91035,9,36,19
01/01/2018,91037,6,35,19
01/01/2018,91038,9,37,17
01/01/2018,91041,7,35,19
01/01/2018,91044,6,34,20
01/01/2018,91045,7,35,19
01/01/2018,91047,7,36,17
01/01/2018,91064,6,34,19
01/01/2018,91067,11,38,17
01/01/2018,91069,11,38,17
01/01/2018,91075,11,38,17
01/01/2018,91079,11,37,17
01/01/2018,91080,8,36,17
01/01/2018,91081,10,36,19
01/01/2018,91085,7,35,19
01/01/2018,91086,6,34,20
01/01/2018,91093,4,35,19
01/01/2018,91095,8,36,17
01/01/2018,91097,6,33,20
01/01/2018,91098,10,36,19
01/01/2018,91099,8,37,17
01/01/2018,91100,9,37,17
01/01/2018,91103,6,35,19
01/01/2018,91105,7,35,19
01/01/2018,91106,7,35,19
01/01/2018,91109,10,36,17
01/01/2018,91111,5,35,19
01/01/2018,91112,11,38,17
01/01/2018,91114,6,33,20
01/01/2018,91115,6,35,19
01/01/2018,91121,10,38,17
01/01/2018,91122,5,34,19
01/01/2018,91129,8,36,17
01/01/2018,91130,11,37,19
01/01/2018,91131,10,37,19
01/01/2018,91132,8,36,17
01/01/2018,91135,7,35,19
01/01/2018,91136,6,33,20
01/01/2018,91137,11,38,17
01/01/2018,91145,8,35,19
01/01/2018,91148,8,36,17
01/01/2018,91156,7,35,19
01/01/2018,91159,7,35,19
01/01/2018,91161,6,33,20
01/01/2018,91174,6,34,20
01/01/2018,91175,8,35,19
01/01/2018,91179,6,35,19
01/01/2018,91180,6,36,17
01/01/2018,91182,6,34,20
01/01/2018,91184,9,37,17
01/01/2018,91186,6,35,19
01/01/2018,91191,6,33,20
01/01/2018,91195,7,36,17
01/01/2018,91198,8,37,17
01/01/2018,91200,7,35,19
01/01/2018,91201,6,34,20
01/01/2018,91204,6,35,19
01/01/2018,91207,7,35,19
01/01/2018,91215,6,33,20
01/01/2018,91216,6,34,20
01/01/2018,91222,11,38,17
01/01/2018,91223,11,37,17
01/01/2018,91225,6,34,20
