date,ninsee,no2,o3,pm10
06/01/2018,78545,30,27,34
06/01/2018,78548,23,27,30
06/01/2018,78550,24,25,32
06/01/2018,78551,30,25,32
06/01/2018,78557,14,26,27
06/01/2018,78558,19,24,25
06/01/2018,78559,17,24,25
06/01/2018,78561,24,27,32
06/01/2018,78562,15,26,29
06/01/2018,78564,20,26,25
06/01/2018,78565,21,23,29
06/01/2018,78567,25,23,27
06/01/2018,78569,21,26,25
06/01/2018,78571,29,25,32
06/01/2018,78575,25,27,30
06/01/2018,78576,19,26,30
06/01/2018,78586,31,23,34
06/01/2018,78588,22,25,30
06/01/2018,78590,22,27,30
06/01/2018,78591,20,23,27
06/01/2018,78597,24,22,27
06/01/2018,78601,25,26,29
06/01/2018,78605,16,25,27
06/01/2018,78606,10,25,25
06/01/2018,78608,20,23,25
06/01/2018,78609,24,25,29
06/01/2018,78615,26,25,32
06/01/2018,78616,23,24,30
06/01/2018,78618,16,25,25
06/01/2018,78620,28,27,32
06/01/2018,78621,26,27,32
06/01/2018,78623,20,26,30
06/01/2018,78624,27,24,30
06/01/2018,78638,25,25,30
06/01/2018,78640,32,25,32
06/01/2018,78642,25,24,30
06/01/2018,78643,26,24,30
06/01/2018,78644,22,26,32
06/01/2018,78646,32,27,32
06/01/2018,78647,24,22,27
06/01/2018,78650,31,24,32
06/01/2018,78653,21,25,30
06/01/2018,78655,19,26,29
06/01/2018,78668,20,24,25
06/01/2018,78672,28,24,32
06/01/2018,78674,29,26,34
06/01/2018,78677,23,22,27
06/01/2018,78681,21,24,29
06/01/2018,78683,23,25,32
06/01/2018,78686,33,25,32
06/01/2018,78688,26,27,32
06/01/2018,91001,10,28,15
06/01/2018,91016,12,27,15
06/01/2018,91017,21,27,27
06/01/2018,91021,21,25,27
06/01/2018,91022,10,27,15
06/01/2018,91027,26,23,29
06/01/2018,91035,14,26,22
06/01/2018,91037,16,25,17
06/01/2018,91038,15,27,22
06/01/2018,91041,20,26,25
06/01/2018,91044,25,24,29
06/01/2018,91045,17,25,20
06/01/2018,91047,16,26,19
06/01/2018,91064,31,25,32
06/01/2018,91067,9,28,15
06/01/2018,91069,9,28,14
06/01/2018,91075,11,28,17
06/01/2018,91079,11,27,17
06/01/2018,91080,14,26,19
06/01/2018,91081,14,26,22
06/01/2018,91085,19,26,25
06/01/2018,91086,21,25,24
06/01/2018,91093,23,27,30
06/01/2018,91095,17,26,22
06/01/2018,91097,21,23,24
06/01/2018,91098,11,26,20
06/01/2018,91099,13,27,17
06/01/2018,91100,13,27,19
06/01/2018,91103,22,25,27
06/01/2018,91105,20,26,25
06/01/2018,91106,19,26,25
06/01/2018,91109,13,27,20
06/01/2018,91111,23,27,29
06/01/2018,91112,9,28,14
06/01/2018,91114,23,23,25
06/01/2018,91115,22,26,29
06/01/2018,91121,10,28,14
06/01/2018,91122,26,27,30
06/01/2018,91129,16,26,20
06/01/2018,91130,12,27,20
06/01/2018,91131,12,26,17
06/01/2018,91132,17,26,24
06/01/2018,91135,16,25,19
06/01/2018,91136,27,23,30
06/01/2018,91137,10,28,14
06/01/2018,91145,15,26,22
06/01/2018,91148,16,26,22
06/01/2018,91156,19,26,24
06/01/2018,91159,17,25,19
06/01/2018,91161,26,23,30
06/01/2018,91174,20,24,22
06/01/2018,91175,17,26,24
06/01/2018,91179,18,25,19
06/01/2018,91180,12,26,14
06/01/2018,91182,21,24,24
06/01/2018,91184,12,27,15
06/01/2018,91186,21,27,27
06/01/2018,91191,25,23,29
06/01/2018,91195,13,26,15
06/01/2018,91198,14,27,19
06/01/2018,91200,21,26,25
06/01/2018,91201,25,23,27
06/01/2018,91204,20,25,22
06/01/2018,91207,20,26,25
06/01/2018,91215,22,23,24
06/01/2018,91216,25,24,29
06/01/2018,91222,10,28,15
06/01/2018,91223,12,27,20
06/01/2018,91225,22,24,24
06/01/2018,91226,16,26,22
06/01/2018,91228,22,24,24
06/01/2018,91232,15,26,19
06/01/2018,91235,23,24,25
06/01/2018,91240,11,27,17
06/01/2018,91243,23,27,29
06/01/2018,91244,18,25,20
06/01/2018,91247,11,26,22
06/01/2018,91248,11,27,17
06/01/2018,91249,22,27,29
06/01/2018,91272,26,27,30
06/01/2018,91273,10,28,15
06/01/2018,91274,24,27,30
06/01/2018,91275,24,27,30
06/01/2018,91284,15,26,24
06/01/2018,91286,23,24,25
06/01/2018,91292,20,25,25
06/01/2018,91293,14,26,19
06/01/2018,91294,12,27,17
06/01/2018,91312,29,24,32
06/01/2018,91315,18,26,20
06/01/2018,91318,17,26,22
06/01/2018,91319,24,27,30
06/01/2018,91326,25,23,29
06/01/2018,91330,18,26,22
06/01/2018,91332,20,25,24
06/01/2018,91333,22,25,27
06/01/2018,91338,23,27,30
06/01/2018,91339,23,25,29
06/01/2018,91340,20,25,24
06/01/2018,91345,26,23,29
06/01/2018,91347,24,25,29
06/01/2018,91359,11,27,15
06/01/2018,91363,25,26,30
06/01/2018,91374,11,27,17
06/01/2018,91376,20,25,24
06/01/2018,91377,28,23,32
06/01/2018,91378,18,26,24
06/01/2018,91386,19,25,20
06/01/2018,91390,11,27,15
06/01/2018,91393,13,26,20
06/01/2018,91399,10,28,15
06/01/2018,91405,11,27,14
06/01/2018,91408,13,27,15
06/01/2018,91411,23,27,30
06/01/2018,91412,15,26,19
06/01/2018,91414,12,27,17
06/01/2018,91421,25,23,27
06/01/2018,91425,24,25,29
06/01/2018,91432,26,23,29
06/01/2018,91433,14,27,20
06/01/2018,91434,24,24,27
06/01/2018,91435,18,24,19
06/01/2018,91441,15,25,17
06/01/2018,91457,21,25,25
06/01/2018,91458,25,25,30
06/01/2018,91461,23,26,29
06/01/2018,91463,10,27,12
06/01/2018,91468,18,24,20
06/01/2018,91469,12,27,17
06/01/2018,91471,27,26,30
06/01/2018,91473,13,27,19
06/01/2018,91477,28,25,32
06/01/2018,91479,27,23,30
06/01/2018,91482,22,27,29
06/01/2018,91494,22,25,25
06/01/2018,91495,12,26,20
06/01/2018,91507,10,28,14
06/01/2018,91508,12,27,17
06/01/2018,91511,12,26,17
06/01/2018,91514,21,23,22
06/01/2018,91519,14,26,22
06/01/2018,91521,23,24,25
06/01/2018,91525,17,26,25
06/01/2018,91526,10,28,15
06/01/2018,91533,11,27,17
06/01/2018,91534,29,26,32
06/01/2018,91538,26,27,30
06/01/2018,91540,19,27,25
06/01/2018,91544,11,27,17
06/01/2018,91546,20,27,27
06/01/2018,91547,14,26,20
06/01/2018,91549,24,25,27
06/01/2018,91552,22,25,27
06/01/2018,91553,20,24,22
06/01/2018,91556,11,27,20
06/01/2018,91560,25,27,30
06/01/2018,91568,20,27,27
06/01/2018,91570,23,25,27
06/01/2018,91573,19,23,20
06/01/2018,91577,19,24,20
06/01/2018,91578,18,26,24
06/01/2018,91579,19,26,22
06/01/2018,91581,20,26,25
06/01/2018,91587,26,24,30
06/01/2018,91589,25,24,29
06/01/2018,91593,17,26,25
06/01/2018,91599,14,25,15
06/01/2018,91600,23,24,25
06/01/2018,91602,17,26,24
06/01/2018,91613,13,26,19
06/01/2018,91617,20,23,22
06/01/2018,91619,18,26,24
06/01/2018,91629,12,28,15
06/01/2018,91630,20,27,27
06/01/2018,91631,21,23,22
06/01/2018,91634,21,27,27
06/01/2018,91635,28,25,32
06/01/2018,91639,13,27,17
06/01/2018,91645,30,23,32
06/01/2018,91648,20,25,24
06/01/2018,91649,19,25,22
06/01/2018,91654,14,26,17
06/01/2018,91657,25,23,29
06/01/2018,91659,19,24,22
06/01/2018,91661,27,25,30
06/01/2018,91662,16,26,24
06/01/2018,91665,25,25,29
06/01/2018,91666,26,25,30
06/01/2018,91667,24,24,27
06/01/2018,91671,14,27,20
06/01/2018,91679,27,27,32
06/01/2018,91685,24,24,29
06/01/2018,91687,24,24,27
06/01/2018,91689,27,23,30
06/01/2018,91691,24,23,27
06/01/2018,91692,26,26,30
06/01/2018,92002,29,22,32
06/01/2018,92004,36,23,34
06/01/2018,92007,31,20,32
06/01/2018,92009,35,23,34
06/01/2018,92012,35,23,32
06/01/2018,92014,29,20,32
06/01/2018,92019,30,23,32
06/01/2018,92020,32,21,32
06/01/2018,92022,33,25,32
06/01/2018,92023,34,23,32
06/01/2018,92024,37,22,34
06/01/2018,92025,35,23,34
06/01/2018,92026,36,23,34
06/01/2018,92032,31,21,32
06/01/2018,92033,34,24,32
06/01/2018,92035,35,23,34
06/01/2018,92036,36,23,34
06/01/2018,92040,35,22,32
06/01/2018,92044,37,22,34
06/01/2018,92046,33,21,32
06/01/2018,92047,33,25,32
06/01/2018,92048,34,23,32
06/01/2018,92049,31,20,32
06/01/2018,92050,34,24,34
06/01/2018,92051,38,22,34
06/01/2018,92060,31,22,32
06/01/2018,92062,35,23,32
06/01/2018,92063,34,25,32
06/01/2018,92064,35,24,32
06/01/2018,92071,30,21,32
06/01/2018,92072,34,24,32
06/01/2018,92073,35,23,32
06/01/2018,92075,34,21,32
06/01/2018,92076,33,25,32
06/01/2018,92077,33,25,32
06/01/2018,92078,35,23,34
06/01/2018,93001,34,22,35
06/01/2018,93005,33,22,37
06/01/2018,93006,31,20,35
06/01/2018,93007,33,22,37
06/01/2018,93008,31,21,37
06/01/2018,93010,29,20,35
06/01/2018,93013,33,22,37
06/01/2018,93014,29,21,35
06/01/2018,93015,28,21,35
06/01/2018,93027,34,22,37
06/01/2018,93029,32,21,37
06/01/2018,93030,34,22,37
06/01/2018,93031,34,23,34
06/01/2018,93032,28,21,34
06/01/2018,93033,25,22,32
06/01/2018,93039,35,23,34
06/01/2018,93045,31,20,35
06/01/2018,93046,29,21,35
06/01/2018,93047,27,21,34
06/01/2018,93048,31,20,35
06/01/2018,93049,28,20,32
06/01/2018,93050,27,21,32
06/01/2018,93051,27,23,32
06/01/2018,93053,29,20,35
06/01/2018,93055,32,21,35
06/01/2018,93057,29,20,35
06/01/2018,93059,34,23,35
06/01/2018,93061,32,21,35
06/01/2018,93062,29,20,34
06/01/2018,93063,30,20,35
06/01/2018,93064,29,20,34
06/01/2018,93066,36,23,35
06/01/2018,93070,37,22,35
06/01/2018,93071,31,21,37
06/01/2018,93072,34,23,35
06/01/2018,93073,31,23,37
06/01/2018,93074,29,22,35
06/01/2018,93077,29,20,35
06/01/2018,93078,32,22,37
06/01/2018,93079,34,23,34
06/01/2018,94001,26,22,30
06/01/2018,94002,31,20,34
06/01/2018,94003,29,19,34
06/01/2018,94004,26,22,29
06/01/2018,94011,27,21,30
06/01/2018,94015,27,21,30
06/01/2018,94016,29,20,32
06/01/2018,94017,29,22,32
06/01/2018,94018,32,18,35
06/01/2018,94019,26,22,30
06/01/2018,94021,28,20,32
06/01/2018,94022,28,21,32
06/01/2018,94028,29,21,34
06/01/2018,94033,30,20,34
06/01/2018,94034,28,21,32
06/01/2018,94037,29,18,34
06/01/2018,94038,28,20,32
06/01/2018,94041,32,18,35
06/01/2018,94042,30,20,34
06/01/2018,94043,29,18,34
06/01/2018,94044,26,22,30
06/01/2018,94046,31,19,35
06/01/2018,94047,22,23,24
06/01/2018,94048,23,23,25
06/01/2018,94052,29,20,32
06/01/2018,94053,25,22,29
06/01/2018,94054,27,21,32
06/01/2018,94055,25,22,29
06/01/2018,94056,21,23,22
06/01/2018,94058,28,20,32
06/01/2018,94059,24,23,30
06/01/2018,94060,24,23,29
06/01/2018,94065,27,21,30
06/01/2018,94067,31,19,34
06/01/2018,94068,29,21,32
06/01/2018,94069,32,18,35
06/01/2018,94070,22,23,25
06/01/2018,94071,26,22,30
06/01/2018,94073,28,21,32
06/01/2018,94074,28,22,32
06/01/2018,94075,24,23,27
06/01/2018,94076,29,19,34
06/01/2018,94077,27,22,30
06/01/2018,94078,27,23,32
06/01/2018,94079,26,22,30
06/01/2018,94080,31,19,34
06/01/2018,94081,31,20,34
06/01/2018,95002,21,25,27
06/01/2018,95008,23,25,27
06/01/2018,95011,18,25,27
06/01/2018,95012,20,25,25
06/01/2018,95014,31,24,32
06/01/2018,95018,33,23,34
06/01/2018,95019,34,23,35
06/01/2018,95023,15,27,29
06/01/2018,95024,22,25,27
06/01/2018,95026,23,28,32
06/01/2018,95028,28,27,30
06/01/2018,95039,23,25,29
06/01/2018,95040,22,27,27
06/01/2018,95042,27,26,29
06/01/2018,95046,20,26,27
06/01/2018,95051,29,24,30
06/01/2018,95052,21,28,30
06/01/2018,95054,17,26,27
06/01/2018,95055,28,25,32
06/01/2018,95056,26,28,30
06/01/2018,95058,18,27,32
06/01/2018,95059,14,27,29
06/01/2018,95060,26,24,29
06/01/2018,95061,26,25,29
06/01/2018,95063,33,23,34
06/01/2018,95074,24,24,29
06/01/2018,95078,22,25,27
06/01/2018,95088,34,23,37
06/01/2018,95091,28,26,30
06/01/2018,95094,33,24,34
06/01/2018,95101,17,25,25
06/01/2018,95102,17,26,29
06/01/2018,95110,17,26,29
06/01/2018,95116,20,27,32
06/01/2018,95119,14,26,27
06/01/2018,95120,22,25,27
06/01/2018,95127,25,24,29
06/01/2018,95134,19,27,30
06/01/2018,95139,15,26,27
06/01/2018,95141,18,25,27
06/01/2018,95142,17,26,29
06/01/2018,95144,29,25,32
06/01/2018,95149,24,26,32
06/01/2018,95150,20,25,25
06/01/2018,95151,27,26,30
06/01/2018,95154,29,24,32
06/01/2018,95157,21,24,25
06/01/2018,95166,18,26,27
06/01/2018,95169,19,26,27
06/01/2018,95170,23,25,29
06/01/2018,95176,31,23,32
06/01/2018,95177,19,26,29
06/01/2018,95181,21,25,27
06/01/2018,95183,24,24,29
06/01/2018,95197,33,23,34
06/01/2018,95199,31,25,32
06/01/2018,95203,32,24,32
06/01/2018,95205,32,25,34
06/01/2018,95210,33,23,34
06/01/2018,95211,22,25,27
06/01/2018,95212,30,23,34
06/01/2018,95213,19,26,29
06/01/2018,95214,27,26,30
06/01/2018,95218,26,24,29
06/01/2018,95219,31,24,32
06/01/2018,95229,30,25,32
06/01/2018,95241,31,25,34
06/01/2018,95250,26,25,32
06/01/2018,95252,31,23,32
06/01/2018,95253,23,27,29
06/01/2018,95254,18,26,29
06/01/2018,95256,25,25,29
06/01/2018,95257,29,23,32
06/01/2018,95258,16,27,29
06/01/2018,95259,21,26,27
06/01/2018,95268,34,23,37
06/01/2018,95270,20,25,27
06/01/2018,95271,20,25,27
06/01/2018,95277,35,24,37
06/01/2018,95280,33,24,35
06/01/2018,95282,19,26,27
06/01/2018,95287,19,26,29
06/01/2018,95288,33,24,34
06/01/2018,95295,20,26,27
06/01/2018,95298,14,27,29
06/01/2018,95301,21,24,25
06/01/2018,95303,15,26,29
06/01/2018,95304,16,27,30
06/01/2018,95306,28,24,30
06/01/2018,95308,20,26,29
06/01/2018,95309,18,25,27
06/01/2018,95313,22,27,29
06/01/2018,95316,28,26,32
06/01/2018,95323,25,24,29
06/01/2018,95328,18,27,29
06/01/2018,95331,26,26,32
06/01/2018,95341,20,25,29
06/01/2018,95348,23,26,29
06/01/2018,95351,31,24,34
06/01/2018,95352,26,26,32
06/01/2018,95353,25,27,29
06/01/2018,95355,17,26,27
06/01/2018,95365,29,26,32
06/01/2018,95369,31,24,32
06/01/2018,95370,17,26,29
06/01/2018,95371,28,25,32
06/01/2018,95379,21,25,27
06/01/2018,95387,15,27,29
06/01/2018,95388,24,25,29
06/01/2018,95392,23,25,29
06/01/2018,95394,25,25,29
06/01/2018,95395,30,26,32
06/01/2018,95409,28,26,30
06/01/2018,95422,20,25,27
06/01/2018,95424,29,24,30
06/01/2018,95426,30,25,30
06/01/2018,95427,34,23,34
06/01/2018,95428,33,24,32
06/01/2018,95429,15,26,25
06/01/2018,95430,26,26,29
06/01/2018,95436,19,27,30
06/01/2018,95438,18,26,27
06/01/2018,95445,23,27,29
06/01/2018,95446,19,27,29
06/01/2018,95447,14,26,29
06/01/2018,95450,25,23,29
06/01/2018,95452,20,27,30
06/01/2018,95456,21,28,30
06/01/2018,95459,17,26,27
06/01/2018,95462,18,25,27
06/01/2018,95476,22,25,27
06/01/2018,95480,20,27,30
06/01/2018,95483,19,26,27
06/01/2018,95487,18,27,30
06/01/2018,95488,27,24,30
06/01/2018,95489,31,25,32
06/01/2018,95491,29,24,30
06/01/2018,95492,32,25,34
06/01/2018,95493,28,25,32
06/01/2018,95500,24,24,29
06/01/2018,95504,23,28,30
06/01/2018,95509,29,25,32
06/01/2018,95510,22,24,27
06/01/2018,95523,21,24,25
06/01/2018,95527,32,23,35
06/01/2018,95529,16,27,30
06/01/2018,95535,23,25,29
06/01/2018,95539,33,24,34
06/01/2018,95541,13,26,27
06/01/2018,95543,23,24,27
06/01/2018,95554,17,26,27
06/01/2018,95555,33,23,32
06/01/2018,95563,29,25,30
06/01/2018,95566,25,28,30
06/01/2018,95572,25,25,29
06/01/2018,95574,30,25,32
06/01/2018,95580,27,25,32
06/01/2018,95582,32,23,32
06/01/2018,95584,18,26,29
06/01/2018,95585,34,24,35
06/01/2018,95592,24,26,29
06/01/2018,95594,24,27,30
06/01/2018,95598,32,24,32
06/01/2018,95604,25,25,32
06/01/2018,95607,28,25,30
06/01/2018,95610,21,26,27
06/01/2018,95611,16,27,29
06/01/2018,95612,34,23,35
06/01/2018,95625,20,26,27
06/01/2018,95627,18,26,29
06/01/2018,95628,21,26,29
06/01/2018,95633,34,23,35
06/01/2018,95637,24,24,29
06/01/2018,95641,27,24,32
06/01/2018,95651,24,23,27
06/01/2018,95652,24,27,32
06/01/2018,95656,23,23,27
06/01/2018,95658,21,26,27
06/01/2018,95660,26,27,30
06/01/2018,95675,29,24,34
06/01/2018,95676,22,24,27
06/01/2018,95678,25,26,29
06/01/2018,95680,34,24,35
06/01/2018,95682,28,26,30
06/01/2018,95690,21,26,27
07/01/2018,0,18,21,36
07/01/2018,75,18,13,34
07/01/2018,77,14,26,31
07/01/2018,78,15,17,34
07/01/2018,91,15,22,27
07/01/2018,92,17,14,36
07/01/2018,93,18,15,32
07/01/2018,94,18,17,31
07/01/2018,95,13,17,34
07/01/2018,75101,16,12,32
07/01/2018,75102,17,12,34
07/01/2018,75103,17,12,32
07/01/2018,75104,17,12,32
07/01/2018,75105,16,13,32
07/01/2018,75106,16,13,32
07/01/2018,75107,16,13,32
07/01/2018,75108,16,12,34
07/01/2018,75109,17,11,34
07/01/2018,75110,17,12,34
07/01/2018,75111,18,13,34
07/01/2018,75112,19,14,32
07/01/2018,75113,17,13,32
07/01/2018,75114,16,13,30
07/01/2018,75115,17,13,32
07/01/2018,75116,17,13,35
07/01/2018,75117,17,12,34
07/01/2018,75118,17,11,34
07/01/2018,75119,18,13,34
07/01/2018,75120,19,13,34
07/01/2018,77001,6,25,22
07/01/2018,77002,10,22,25
07/01/2018,77003,7,25,22
07/01/2018,77004,8,21,24
07/01/2018,77005,12,17,30
07/01/2018,77006,6,24,22
07/01/2018,77007,9,21,24
07/01/2018,77008,10,18,25
07/01/2018,77009,9,25,24
07/01/2018,77010,9,22,24
07/01/2018,77011,9,25,24
07/01/2018,77012,10,21,25
07/01/2018,77013,10,21,25
07/01/2018,77014,5,25,24
07/01/2018,77015,10,22,27
07/01/2018,77016,7,25,25
07/01/2018,77018,12,19,27
07/01/2018,77019,10,25,27
07/01/2018,77020,10,22,25
07/01/2018,77021,9,25,25
07/01/2018,77022,6,23,24
07/01/2018,77023,11,17,27
07/01/2018,77024,10,20,25
07/01/2018,77025,10,24,27
07/01/2018,77026,10,21,25
07/01/2018,77027,10,25,24
07/01/2018,77028,10,22,25
07/01/2018,77029,9,21,24
07/01/2018,77030,10,21,25
07/01/2018,77031,10,21,24
07/01/2018,77032,10,22,25
07/01/2018,77033,10,21,25
07/01/2018,77034,8,22,24
07/01/2018,77035,9,25,25
07/01/2018,77036,10,22,25
07/01/2018,77037,6,23,24
07/01/2018,77038,7,21,24
07/01/2018,77039,8,21,24
07/01/2018,77040,9,22,24
07/01/2018,77041,8,24,22
07/01/2018,77042,10,21,25
07/01/2018,77043,10,21,25
07/01/2018,77044,8,22,24
07/01/2018,77045,8,25,25
07/01/2018,77046,9,24,22
07/01/2018,77047,11,19,25
07/01/2018,77048,4,26,24
07/01/2018,77049,11,19,25
07/01/2018,77050,9,25,25
07/01/2018,77051,10,23,27
07/01/2018,77052,8,22,24
07/01/2018,77053,12,19,25
07/01/2018,77054,9,25,25
07/01/2018,77055,13,16,30
07/01/2018,77056,8,25,24
07/01/2018,77057,10,20,25
07/01/2018,77058,13,18,27
07/01/2018,77059,14,17,27
07/01/2018,77060,9,24,22
07/01/2018,77061,8,25,25
07/01/2018,77062,12,17,29
07/01/2018,77063,10,21,24
07/01/2018,77065,7,22,22
07/01/2018,77066,10,21,25
07/01/2018,77067,9,20,25
07/01/2018,77068,10,23,25
07/01/2018,77069,6,23,24
07/01/2018,77070,10,22,25
07/01/2018,77071,8,25,25
07/01/2018,77072,10,20,27
07/01/2018,77073,10,22,25
07/01/2018,77075,12,18,27
07/01/2018,77076,10,22,25
07/01/2018,77077,11,18,27
07/01/2018,77078,10,19,25
07/01/2018,77079,5,25,25
07/01/2018,77080,10,21,25
07/01/2018,77081,9,20,24
07/01/2018,77082,8,22,24
07/01/2018,77083,14,16,29
07/01/2018,77084,10,19,25
07/01/2018,77085,13,18,27
07/01/2018,77086,8,23,24
07/01/2018,77087,9,22,25
07/01/2018,77088,7,25,24
07/01/2018,77089,8,23,25
07/01/2018,77090,10,22,25
07/01/2018,77091,11,20,25
07/01/2018,77093,10,21,25
07/01/2018,77094,12,17,29
07/01/2018,77095,12,17,29
07/01/2018,77096,6,23,24
07/01/2018,77097,10,22,25
07/01/2018,77098,10,22,25
07/01/2018,77099,9,25,25
07/01/2018,77100,7,23,24
07/01/2018,77101,10,25,25
07/01/2018,77102,7,25,24
07/01/2018,77103,7,22,24
07/01/2018,77104,11,20,25
07/01/2018,77106,10,21,25
07/01/2018,77107,10,21,24
07/01/2018,77108,14,16,30
07/01/2018,77109,10,22,25
07/01/2018,77110,9,25,25
07/01/2018,77111,12,18,27
07/01/2018,77112,7,25,24
07/01/2018,77113,10,22,25
07/01/2018,77114,12,19,25
07/01/2018,77115,9,25,25
07/01/2018,77116,10,22,25
07/01/2018,77117,10,20,25
07/01/2018,77118,12,16,30
07/01/2018,77119,9,22,25
07/01/2018,77120,10,18,25
07/01/2018,77121,13,17,27
07/01/2018,77122,12,19,25
07/01/2018,77123,12,16,30
07/01/2018,77124,13,17,27
07/01/2018,77125,11,18,27
07/01/2018,77126,10,18,25
07/01/2018,77127,11,20,25
07/01/2018,77128,11,19,27
07/01/2018,77129,10,18,25
07/01/2018,77130,11,19,25
07/01/2018,77131,10,21,24
07/01/2018,77132,12,18,27
07/01/2018,77133,9,25,25
07/01/2018,77134,10,21,25
07/01/2018,77135,9,22,24
07/01/2018,77136,10,20,25
07/01/2018,77137,10,21,25
07/01/2018,77138,9,21,24
07/01/2018,77139,13,16,32
07/01/2018,77140,8,24,25
07/01/2018,77141,11,19,25
07/01/2018,77142,11,20,25
07/01/2018,77143,11,18,27
07/01/2018,77144,10,20,24
07/01/2018,77145,9,21,24
07/01/2018,77146,14,17,27
07/01/2018,77147,10,23,25
07/01/2018,77148,10,17,25
07/01/2018,77149,10,22,25
07/01/2018,77150,11,16,29
07/01/2018,77151,10,22,25
07/01/2018,77152,7,22,24
07/01/2018,77153,11,16,30
07/01/2018,77154,11,20,25
07/01/2018,77155,12,17,29
07/01/2018,77156,6,25,25
07/01/2018,77157,10,18,25
07/01/2018,77158,9,25,25
07/01/2018,77159,10,23,25
07/01/2018,77161,7,25,25
07/01/2018,77162,10,21,25
07/01/2018,77163,10,17,27
07/01/2018,77164,7,24,25
07/01/2018,77165,7,23,25
07/01/2018,77166,6,25,25
07/01/2018,77167,10,24,25
07/01/2018,77168,9,25,25
07/01/2018,77169,14,16,29
07/01/2018,77170,5,25,25
07/01/2018,77171,12,18,27
07/01/2018,77172,8,25,25
07/01/2018,77173,10,17,27
07/01/2018,77174,10,23,27
07/01/2018,77175,11,20,25
07/01/2018,77176,10,21,24
07/01/2018,77177,12,19,25
07/01/2018,77178,7,25,25
07/01/2018,77179,6,24,25
07/01/2018,77180,13,18,25
07/01/2018,77181,13,18,27
07/01/2018,77182,10,21,25
07/01/2018,77183,10,20,25
07/01/2018,77184,7,25,25
07/01/2018,77185,7,23,22
07/01/2018,77186,6,25,25
07/01/2018,77187,10,22,27
07/01/2018,77188,6,23,24
07/01/2018,77190,9,23,25
07/01/2018,77191,8,23,25
07/01/2018,77192,10,21,24
07/01/2018,77193,11,17,27
07/01/2018,77194,7,25,25
07/01/2018,77195,8,21,24
07/01/2018,77196,12,17,29
07/01/2018,77197,10,22,25
07/01/2018,77198,8,25,22
07/01/2018,77199,11,19,25
07/01/2018,77200,8,25,24
07/01/2018,77201,9,22,25
07/01/2018,77202,5,25,25
07/01/2018,77203,11,18,27
07/01/2018,77204,10,18,25
07/01/2018,77205,11,16,27
07/01/2018,77206,10,20,25
07/01/2018,77207,10,25,25
07/01/2018,77208,10,22,27
07/01/2018,77209,13,17,27
07/01/2018,77210,7,25,25
07/01/2018,77211,9,23,25
07/01/2018,77212,10,25,27
07/01/2018,77214,12,16,30
07/01/2018,77215,12,19,25
07/01/2018,77216,5,26,24
07/01/2018,77217,11,19,25
07/01/2018,77218,10,22,27
07/01/2018,77219,11,20,25
07/01/2018,77220,7,25,24
07/01/2018,77221,13,17,27
07/01/2018,77222,9,21,24
07/01/2018,77223,9,24,25
07/01/2018,77224,10,21,24
07/01/2018,77225,11,20,25
07/01/2018,77226,6,24,25
07/01/2018,77227,10,22,27
07/01/2018,77228,10,21,25
07/01/2018,77229,11,20,25
07/01/2018,77230,8,25,24
07/01/2018,77231,10,18,25
07/01/2018,77232,12,18,27
07/01/2018,77233,11,16,29
07/01/2018,77234,12,17,29
07/01/2018,77235,10,18,25
07/01/2018,77236,10,23,27
07/01/2018,77237,12,18,27
07/01/2018,77238,10,20,25
07/01/2018,77239,10,22,25
07/01/2018,77240,10,22,25
07/01/2018,77241,11,16,30
07/01/2018,77242,10,23,25
07/01/2018,77243,13,17,29
07/01/2018,77244,7,25,24
07/01/2018,77245,8,25,25
07/01/2018,77246,10,21,25
07/01/2018,77247,10,21,25
07/01/2018,77248,12,18,27
07/01/2018,77249,13,18,27
07/01/2018,77250,10,21,25
07/01/2018,77251,12,20,25
07/01/2018,77252,10,20,24
07/01/2018,77253,9,20,24
07/01/2018,77254,11,20,25
07/01/2018,77255,6,22,24
07/01/2018,77256,10,23,25
07/01/2018,77257,10,18,25
07/01/2018,77258,14,16,29
07/01/2018,77259,11,16,30
07/01/2018,77260,10,22,25
07/01/2018,77261,8,25,25
07/01/2018,77262,10,20,27
07/01/2018,77263,10,23,25
07/01/2018,77264,10,21,24
07/01/2018,77265,10,19,25
07/01/2018,77266,6,24,25
07/01/2018,77267,8,25,25
07/01/2018,77268,12,18,27
07/01/2018,77269,7,21,24
07/01/2018,77270,10,20,25
07/01/2018,77271,9,25,25
07/01/2018,77272,10,23,25
07/01/2018,77273,11,16,29
07/01/2018,77274,11,17,27
07/01/2018,77275,10,21,25
07/01/2018,77276,11,18,27
07/01/2018,77277,10,20,24
07/01/2018,77278,10,22,25
07/01/2018,77279,9,25,25
07/01/2018,77280,10,18,25
07/01/2018,77281,10,21,24
07/01/2018,77282,11,15,32
07/01/2018,77283,10,17,25
07/01/2018,77284,11,18,27
07/01/2018,77285,8,21,24
07/01/2018,77286,9,23,25
07/01/2018,77287,10,21,25
07/01/2018,77288,8,21,24
07/01/2018,77289,10,21,27
07/01/2018,77290,10,19,25
07/01/2018,77291,11,15,32
07/01/2018,77292,12,16,30
07/01/2018,77293,10,25,25
07/01/2018,77294,12,16,32
07/01/2018,77295,7,21,24
07/01/2018,77296,11,20,25
07/01/2018,77297,10,25,25
07/01/2018,77298,10,23,25
